,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,average_normalized  (by Bio. Rep.): Sample- A,P VALUE of  (by Bio. Rep.): Sample- A,average_normalized  (by Bio. Rep.): Sample- ,P VALUE of  (by Bio. Rep.): Sample- ,average_normalized  (by Bio. Rep.): Sample- B,P VALUE of  (by Bio. Rep.): Sample- B,average_normalized_of_CONTROL
40,False,High,Master Protein,-8.775397801672845e+18,104,XP_016884680.1,HUWE1#10075#E3 ubiquitin-protein ligase HUWE1 isoform X1 [Homo sapiens],0,441.813,0,24,64,445,0,64,1,4501,494.0,5.24,1968,767.85,22,23,204,241,60,63,0,5463.3,6840.8,6683.3,5436.0,6705.0,6653.0,5311.5,6692.7,6459.4,5079.4,6314.4,6395.6,5168.998632644272,6186.617015048254,5334.290407831557,6184.88156053184,6323.888191815396,5311.5,6276.831817049888,5976.5961604155455,5759.585984181698,0.9134432923790677,5817.694095907698,0.8634728313387661,6126.713988732717,0.535353866487483,5677.807823846263
41,False,High,Master Protein,5.6231957489221376e+17,2291,NP_002037.2,GAPDH#2597#glyceraldehyde-3-phosphate dehydrogenase isoform 1 [Homo sapiens],0,436.172,0,87,25,2074,1,25,1,335,36.0,8.46,10417,3135.03,83,87,916,1158,24,24,0,38264.4,37286.9,43240.0,36867.9,36404.2,41705.2,34335.1,33755.6,37944.1,34229.8,33346.6,38731.4,36203.14302325581,33721.16857361752,36178.08780847923,33580.26328201539,39642.119617811426,34335.1,31658.108698075393,35107.991821287345,34879.17554524731,0.9673629418249883,36988.60980890571,0.5847322688715083,33383.05025968137,0.5415364138895478,34962.15579843667
42,False,High,Master Protein,3.125798911978514e+18,2908,NP_001244957.1,TKT#7086#transketolase isoform 2 [Homo sapiens],0,431.727,0,73,39,1082,0,39,1,631,68.8,7.52,5485,1672.5,71,72,497,585,37,34,0,24305.6,19700.4,20391.3,24862.2,19793.3,20791.0,23307.4,18693.5,20205.9,22907.0,18242.7,19198.2,22996.286706861898,17816.45857842016,24397.01894363314,18257.899506648002,19762.507048855237,23307.4,17531.931144683324,18695.622559021038,21327.45922514057,0.8404539716357279,21534.95352442762,0.7574788827453516,18113.77685185218,0.5355548443735475,20406.37264264103
43,False,High,Master Protein,4.5480617185536646e+17,2254,NP_000173.2,"HADHA#3030#trifunctional enzyme subunit alpha, mitochondrial precursor [Homo sapiens]",0,429.944,0,69,45,725,45,45,1,763,82.9,9.04,4488,1062.57,66,67,373,352,44,39,0,10071.5,10902.8,12468.4,10105.7,10902.5,12480.9,11481.1,12318.0,14163.4,12690.4,13993.0,15765.8,9528.960468705138,9860.169569592459,9916.61857513307,10056.774230230929,11863.49257977285,11481.1,11552.589287196575,13104.765467137744,9986.696402681999,0.30095922815655995,11672.296289886424,0.016908383484041303,12328.67737716716,0.16945600129833857,9694.565019148798
44,False,High,Master Protein,2.402053168044673e+18,2733,NP_001677.2,"ATP5F1B#506#ATP synthase subunit beta, mitochondrial precursor [Homo sapiens]",0,423.896,0,74,26,1198,26,26,1,529,56.5,5.4,9795,2263.29,74,74,564,634,26,26,0,13484.6,13089.5,19032.4,14233.8,14027.7,20355.9,15386.7,15083.1,22388.7,15711.4,15246.9,22489.6,12758.200897215043,11837.75631775145,13967.480280903756,12939.547064380686,19348.930654407788,15386.7,14145.872664208044,20715.270529258993,13453.51367264222,0.23742833941838376,17367.815327203894,0.2229246866364286,17430.57159673352,0.35849086834116517,12297.978607483246
45,False,High,Master Protein,8.7054767803993e+18,4242,NP_003861.1,IQGAP1#8826#ras GTPase-activating-like protein IQGAP1 [Homo sapiens],0,419.852,0,47,51,467,48,51,1,1657,189.1,6.48,2190,785.35,47,46,232,235,51,48,0,5029.2,5023.5,4087.8,5019.1,5076.6,4206.3,4710.1,4613.7,3786.1,4450.5,4454.1,3666.6,4758.2830749354,4543.104691716598,4925.1907626834745,4682.799363191042,3998.221990265008,4710.1,4327.0158462687805,3503.1103079154873,4803.995062937258,0.4452236934100141,4354.1609951325045,0.5541303690936491,3915.063077092134,0.31109442311365404,4650.693883325999
46,False,High,Master Protein,6.25639568816304e+18,3680,NP_054733.2,SNRNP200#23020#U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens],0,416.32,0,34,55,472,55,55,1,2136,244.4,6.06,2891,748.58,33,34,224,248,54,51,0,6582.3,5322.7,6927.9,6718.6,5363.2,6898.4,6877.9,5566.5,7166.5,6894.8,5607.2,7209.0,6227.719455211024,4813.692314641174,6592.89248235046,4947.167305808257,6557.148700198305,6877.9,5220.611159861969,6630.84441025761,5770.029894079358,0.8400269457297797,6717.524350099153,0.3293310702868934,5925.727785059789,0.724300174276291,5520.705884926099
47,False,High,Master Protein,-2.333101891394809e+18,1606,NP_001341087.1,ACSL3#2181#long-chain-fatty-acid--CoA ligase 3 [Homo sapiens],0,413.755,0,62,33,1060,30,30,1,720,80.4,8.38,4295,1690.02,58,62,491,569,30,33,4,16969.5,19067.5,20182.9,17866.8,20282.1,21678.6,21333.2,24232.5,26141.2,22241.5,25285.2,27097.3,16055.373546511626,17244.082553858112,17532.505492760276,18708.78244576627,20606.199091400755,21333.2,22726.75108800057,24187.29224829781,18120.64396926327,0.2206403315474306,20969.69954570038,0.038705900678664265,23457.021668149187,0.020727426415282597,16649.72805018487
48,False,High,Master Protein,6.674387397432112e+18,3776,NP_006079.1,TUBB4B#10383#tubulin beta-4B chain [Homo sapiens],0,400.997,0,82,28,1310,1,1,1,445,49.8,4.89,5848,2102.48,82,82,626,684,28,26,34,23147.0,22509.1,26396.4,17559.9,16927.3,19976.9,17505.4,16737.1,19791.3,19479.5,18797.2,22156.6,21900.099088429513,20356.56371380871,17231.347706490316,15614.220080475854,18988.67909500631,17505.4,15697.097106570693,18312.011578417838,16422.783893483087,0.052255388227075185,18247.039547503155,0.1149235987476085,17004.554342494266,0.1408090892139481,21128.33140111911
49,False,High,Master Protein,6.480137070562713e+18,3727,NP_821133.1,TUBB#203068#tubulin beta chain isoform b [Homo sapiens],0,400.362,0,82,28,1509,0,5,1,444,49.6,4.89,7351,2396.87,82,82,728,781,28,26,2,8036.2,7401.0,6880.1,5966.6,5512.0,5094.9,5854.7,5459.4,4990.8,6835.8,6515.0,5816.4,7603.29961958082,6693.245311713853,5854.962683474571,5084.424632610217,4842.864564629529,5854.7,5120.1660947005175,4617.765754931093,5469.6936580423935,0.10962711767713017,5348.782282314764,0.11952525499650629,4868.965924815806,0.07419492768973555,7148.2724656473365
50,False,High,Master Protein,8.610404900026586e+18,4223,NP_004334.1,CALR#811#calreticulin precursor [Homo sapiens],0,392.637,0,77,27,1724,27,27,1,417,48.1,4.44,6129,2200.6,77,69,837,887,27,21,0,26041.2,26690.9,25986.6,24651.4,25077.4,24576.0,28031.4,29212.5,28573.1,27947.1,29155.7,28071.7,24638.392032730404,24138.45984197045,24190.16309043761,23132.102736179146,23360.26998377501,28031.4,27397.30593864507,26437.421393808934,23661.13291330838,0.38023315058703006,25695.834991887506,0.6749812026289284,26917.363666227,0.07159854141871248,24388.425937350425
51,False,High,Master Protein,-4.103254270732277e+17,2043,NP_001393.1,EEF1A1#1915#elongation factor 1-alpha 1 [Homo sapiens],0,392.58,0,73,29,1127,17,17,1,462,50.1,9.01,4145,1571.91,73,71,554,573,28,26,16,26600.6,30024.6,25592.8,28411.4,32302.2,27115.9,24557.6,27791.8,23809.4,22177.8,25076.7,21240.1,25167.657830892906,27153.359436033476,27879.812084817055,29796.462512246322,25774.52575085632,24557.6,26064.884798823656,22029.781190481764,28838.13729853169,0.19201432664498433,25166.062875428157,0.498562687950709,24047.33299465271,0.4764371575186682,26160.508633463192
52,False,High,Master Protein,-7.576515921520274e+18,370,NP_004902.1,PDIA4#9601#protein disulfide-isomerase A4 isofrom 2 precursor [Homo sapiens],0,384.678,0,58,45,1082,0,45,1,645,72.9,5.07,3876,1415.05,58,57,524,558,45,41,0,18962.0,18944.2,15603.5,17322.9,17417.5,14315.3,17994.7,18413.7,15060.3,18427.1,18491.1,15043.1,17940.53997990238,17132.573683849423,16998.78206508927,16066.394419174247,13607.148148548764,17994.7,17269.51723962101,13934.62723390814,16532.58824213176,0.24764045034657217,15800.924074274382,0.5722410317278741,15602.072236764576,0.4461489151928196,17536.556831875903
53,False,High,Master Protein,5.561612098835552e+18,3519,NP_004125.3,"HSPA9#3313#stress-70 protein, mitochondrial precursor [Homo sapiens]",0,378.739,0,65,39,924,38,38,1,679,73.6,6.16,5979,1408.76,65,63,440,484,39,37,0,12778.5,12202.8,13454.0,13763.1,13170.3,14688.0,14882.6,14352.7,16239.8,14654.2,14040.2,15767.4,12090.137650732126,11035.851086310202,13505.58725386801,12148.657064380684,13961.411357490535,14882.6,13460.857952780183,15025.966239266243,12827.122159124348,0.2861708109630915,14422.005678745267,0.05672315621809017,14243.412096023214,0.1214040122395751,11562.994368521164
54,False,High,Master Protein,-2.5868621512326994e+18,1541,NP_000909.2,P4HB#5034#protein disulfide-isomerase precursor [Homo sapiens],0,378.499,0,72,37,1236,10,37,1,508,57.1,4.87,6653,1834.17,72,68,593,643,37,33,0,32358.8,26029.6,23951.2,31770.4,25814.2,23934.2,35202.6,28549.4,26245.9,35373.9,28329.6,26136.6,30615.670556991096,23540.399698120105,31175.963939104433,23811.74788663401,22750.218662340005,35202.6,26775.409368070297,24284.166511851006,27493.85591286922,0.9425223171461745,28976.40933117,0.8213166627747867,25529.787939960654,0.7395916869729324,27078.035127555602
55,False,High,Master Protein,-1.0395239010465032e+18,1899,NP_573566.2,"LRPPRC#10128#leucine-rich PPR motif-containing protein, mitochondrial precursor [Homo sapiens]",0,375.681,0,51,59,485,0,59,1,1394,157.8,6.13,2015,690.47,49,50,231,254,58,56,0,9029.4,8595.2,9823.8,8889.3,8614.0,9686.1,9532.5,9083.7,10546.5,10381.8,9866.6,11120.4,8542.997136089576,7773.244440378721,8722.977873866272,7945.797130860741,9206.946252028123,9532.5,8519.260862811134,9758.208410351202,8334.387502363506,0.7778099228217934,9369.723126014062,0.15687063248425465,9138.734636581168,0.3323218409805566,8158.120788234149
56,False,High,Master Protein,4.874670657009699e+18,3346,XP_024306305.1,PRPF8#10594#pre-mRNA-processing-splicing factor 8 isoform X1 [Homo sapiens],0,372.958,0,30,59,458,59,59,1,2335,273.4,8.84,1753,666.68,29,30,213,245,57,57,0,5085.2,6419.8,8460.5,5168.2,6451.7,8313.5,5203.3,6589.0,8548.8,5181.3,6688.1,8697.6,4811.266422624174,5805.8770777112,5071.501045944638,5951.2304793561925,7902.2462772669915,5203.3,6179.575484115785,7909.825255621329,5511.3657626504155,0.7892636423585779,6552.773138633496,0.5198583983753009,7044.700369868557,0.2545336606703376,5308.571750167687
57,False,High,Master Protein,-8.484028389043527e+18,185,NP_066964.1,XRCC5#7520#X-ray repair cross-complementing protein 5 [Homo sapiens],0,370.837,0,61,35,816,35,35,1,732,82.7,5.81,4883,1323.96,61,60,400,416,35,30,0,12560.7,9608.4,10923.1,12939.8,10028.4,11124.3,12180.8,9458.6,10603.8,12379.7,9504.4,10684.8,11884.070273471145,8689.552527100579,12697.691504646575,9250.47967809657,10574.001114115737,12180.8,8870.865483997202,9811.22555745338,10974.085591371571,0.7976193459578225,11377.400557057868,0.6223255829588674,9341.04552072529,0.6594994606702189,10286.811400285862
58,False,High,Master Protein,4.5601079960833797e+18,3268,NP_938149.2,GANAB#23193#neutral alpha-glucosidase AB isoform 3 precursor [Homo sapiens],0,367.701,0,62,44,805,0,1,1,966,109.4,6.24,2876,1149.96,62,58,397,408,44,40,46,14409.5,14571.5,14170.6,14754.7,14843.9,14114.2,18305.4,18567.8,17638.9,16400.9,16726.6,15914.0,13633.27765216767,13178.033246809677,14478.634047172973,13692.43301959412,13415.996199747611,18305.4,17414.04183851344,16320.4913790683,14085.533533383546,0.3014475546790331,15860.698099873807,0.4977626826277113,16867.26660879087,0.06523840847912789,13405.655449488673
59,False,High,Master Protein,4.815879602494019e+18,3329,NP_001888.2,CSPG4#1464#chondroitin sulfate proteoglycan 4 precursor [Homo sapiens],0,365.524,0,29,48,440,48,48,1,2322,250.4,5.47,2536,719.37,29,29,209,231,48,46,0,4904.8,5581.9,5076.6,4686.8,5419.2,4944.5,4756.0,5402.1,4978.3,4654.1,5294.6,4895.3,4640.584352569624,5048.105121666742,4599.10821990893,4998.823289013295,4699.904579051739,4756.0,5066.4265780455125,4606.200059664476,4798.965754461113,0.8882833787176214,4727.95228952587,0.6693697593027069,4836.313318854995,0.9815569682839704,4844.344737118183
60,False,High,Master Protein,-3.028691531671689e+18,1431,NP_938148.1,GANAB#23193#neutral alpha-glucosidase AB isoform 2 precursor [Homo sapiens],0,364.58,0,64,44,806,0,1,1,944,106.8,6.14,2878,1153.02,64,62,395,411,44,41,0,54.4,0.0,12.1,53.2,0.0,9.0,83.5,0.0,2.4,69.6,0.0,9.7,51.46953775480907,0.0,52.20460811196447,0.0,8.554786371011357,83.5,0.0,2.220613491190716,26.102304055982234,0.9929103191932064,46.02739318550568,0.7038668106131177,1.110306745595358,0.5138562364272282,25.734768877404534
61,False,High,Master Protein,8.37530180182256e+18,4169,NP_004784.2,"LONP1#9361#lon protease homolog, mitochondrial isoform 1 precursor [Homo sapiens]",0,363.901,0,56,39,512,0,39,1,959,106.4,6.39,2204,800.02,56,54,244,268,38,35,0,6718.9,7070.3,6713.0,6986.0,7393.6,7124.2,7861.4,8253.2,7843.5,7953.6,8560.5,8273.4,6356.960978323284,6394.170021268809,6855.2893283869125,6820.0656682995095,6771.77878492879,7861.4,7740.366123160479,7257.242465897658,6837.6774983432115,0.0031006193222988597,7316.589392464395,0.3338291871666349,7498.804294529069,0.13306424366575095,6375.565499796046
62,False,High,Master Protein,6.210925912035566e+18,3671,XP_006718627.1,NUMA1#4926#nuclear mitotic apparatus protein 1 isoform X3 [Homo sapiens],0,363.784,0,31,44,318,0,44,1,2115,238.1,5.78,1697,530.45,30,28,160,158,41,40,0,5274.1,5272.2,3996.2,5000.5,5023.0,3886.9,5016.8,4979.6,3822.8,5305.6,5217.3,4106.3,4989.990607952914,4768.0216095686765,4906.9387756368105,4633.357207837648,3694.622127276005,5016.8,4670.179705676576,3537.0671892182786,4770.147991737229,0.6019087697062013,4355.711063638002,0.572310900643976,4103.623447447428,0.395537295186827,4879.0061087607955
63,False,High,Master Protein,1.5477814300188055e+18,2537,NP_005304.3,PDIA3#2923#protein disulfide-isomerase A3 precursor [Homo sapiens],0,359.278,0,63,39,1151,39,39,1,505,56.7,6.35,5767,1570.94,62,62,559,592,38,33,0,21614.7,18837.8,24467.0,20182.0,17506.3,22756.9,22094.0,19655.5,25273.4,21903.7,19363.0,25165.7,20450.342237295434,17036.348673558063,19804.387235256894,16148.306049685092,21631.15755182982,22094.0,18434.154792538746,23384.3554201081,17976.34664247099,0.7882015544834801,21862.57877591491,0.31448298380991335,20909.25510632342,0.5541769097507719,18743.34545542675
64,False,High,Master Protein,1.1561426121263027e+18,2441,NP_004437.2,EPRS1#2058#bifunctional glutamate/proline--tRNA ligase [Homo sapiens],0,359.252,0,39,49,495,19,49,1,1512,170.5,7.33,2006,754.29,39,37,238,257,49,45,0,7560.6,8605.7,7106.4,7786.6,8911.9,7307.4,7449.3,8549.8,6898.1,6866.3,8042.2,6498.8,7153.319616709732,7782.740329552211,7640.909803094408,8220.588512946115,6945.916214169821,7449.3,8018.53611687557,6382.505801492783,7930.749158020261,0.39317782864665196,7197.60810708491,0.574196978699059,7200.520959184176,0.802098664468534,7468.0299731309715
65,False,High,Master Protein,-2.0847550877250563e+18,1665,NP_000692.2,ATP1A1#476#sodium/potassium-transporting ATPase subunit alpha-1 isoform a [Homo sapiens],0,356.985,0,49,39,1242,0,36,1,1023,112.8,5.49,8020,2047.01,49,48,587,655,39,38,3,13428.0,15655.1,14341.8,13066.6,15368.3,13959.6,13345.4,15984.3,14206.1,13839.7,16162.5,14608.0,12704.649870801033,14158.009009513788,12822.119029244264,14176.154405178444,13269.043980530016,13345.4,14991.07427693913,13144.273882168513,13499.136717211353,0.9518076215887152,13307.221990265007,0.8923411242835553,14067.67407955382,0.6450041834864649,13431.32944015741
66,False,High,Master Protein,8.846805291568529e+18,4278,NP_001152759.1,TPI1#7167#triosephosphate isomerase isoform 2 [Homo sapiens],0,356.179,0,80,23,1133,0,23,1,286,30.8,5.92,6128,1929.94,80,79,538,595,23,21,0,24364.0,21358.8,22405.0,24001.3,20980.0,22064.1,22851.1,19952.6,20858.6,24370.8,20856.0,21882.8,23051.540769451618,19316.266445593006,23552.226704467907,19352.54513645906,20972.62910762574,22851.1,18712.79371746374,19299.536903062777,21452.385920463483,0.9327032460129879,21911.86455381287,0.7708749333709125,19006.16531026326,0.4480831514133651,21183.903607522312
67,False,High,Master Protein,4.751284344252295e+18,3308,NP_002511.1,NPM1#4869#nucleophosmin isoform 1 [Homo sapiens],0,353.547,0,69,23,1981,0,23,1,294,32.6,4.78,6657,2619.0,69,69,1017,964,23,19,0,38142.7,36961.7,32207.0,42404.5,40872.8,35887.2,43473.3,41374.7,36381.5,43406.0,41653.9,36799.9,36087.99885515359,33427.06732035859,41611.095952702955,37702.22625612316,34111.92549486209,43473.3,38803.77626083553,33662.18738739793,39656.661104413055,0.1908950741384511,38792.61274743105,0.5431364344383312,36232.98182411673,0.6751340958188405,34757.53308775609
68,False,High,Master Protein,-7.238306351176714e+18,434,NP_002256.2,KPNB1#3837#importin subunit beta-1 isoform 1 [Homo sapiens],0,350.959,0,62,34,508,6,34,1,876,97.1,4.78,2799,865.18,61,62,228,280,33,34,0,6505.0,7408.4,9721.7,6499.3,7449.9,9734.9,6043.4,6811.5,9233.0,5636.6,6380.8,8581.8,6154.583512776341,6699.93765265517,6377.695667332531,6871.998379986003,9253.332204795384,6043.4,6388.249872523094,8542.88515173495,6624.8470236592675,0.6455273251068532,7648.366102397692,0.5846733511270732,7465.567512129022,0.5069913234823717,6427.260582715755
69,False,High,Master Protein,-6.017876226430429e+18,729,NP_005900.2,MAP1B#4131#microtubule-associated protein 1B isoform 1 [Homo sapiens],0,347.486,0,30,52,360,6,52,1,2468,270.5,4.81,1330,483.1,29,27,178,182,51,48,0,6874.0,7086.8,4612.1,6407.6,6486.9,4317.3,6326.1,6688.8,4285.3,6224.5,6389.0,4148.7,6503.705928797013,6409.09213282715,6287.711408613224,5983.699954513645,4103.731022174148,6326.1,6273.1741536126365,3964.997914083156,6135.705681563435,0.2606541039748994,5214.915511087074,0.46454180457377253,5119.086033847896,0.45303200576374575,6456.399030812081
70,False,High,Master Protein,3.4900684279579576e+18,2995,NP_001596.2,"AARS1#16#alanine--tRNA ligase, cytoplasmic [Homo sapiens]",0,347.426,0,61,43,542,43,43,1,968,106.7,5.53,3454,893.18,59,57,260,282,42,38,0,7510.6,7671.8,6873.4,8083.3,8305.4,7485.9,8068.4,8250.3,7444.9,7063.4,7193.0,6468.2,7106.0130562733275,6938.148815350134,7932.058435177488,7661.1357662701175,7115.586143861547,8068.4,7737.646322143035,6888.435575235733,7796.597100723802,0.0562428716939501,7591.993071930773,0.43912096112335747,7313.040948689384,0.6164988149771109,7022.080935811731
71,False,High,Master Protein,-6.133973718733185e+17,2000,NP_002145.3,HSPA4#3308#heat shock 70 kDa protein 4 [Homo sapiens],0,347.09,0,64,45,476,42,43,1,840,94.3,5.19,2399,641.1,63,57,231,245,44,38,2,8359.2,8943.2,7419.6,8227.9,8757.7,7392.3,7868.7,8431.5,7030.5,7635.4,8258.0,6704.5,7908.9,8087.965338700086,8073.95291512091,8078.350073477956,7026.6163656030285,7868.7,7907.586992612269,6505.009645756803,8076.151494299433,0.5448473536438025,7447.658182801514,0.4088373179498446,7206.298319184536,0.4592611515413883,7998.4326693500425
72,False,High,Master Protein,2.399497510241032e+18,2732,NP_004037.1,"ATP5F1A#498#ATP synthase subunit alpha, mitochondrial isoform a precursor [Homo sapiens]",0,345.788,0,61,34,1673,0,34,1,553,59.7,9.13,11319,2590.07,61,61,771,902,34,34,0,21845.4,21373.3,18019.4,22120.1,21896.4,18675.6,23192.4,23499.9,20028.9,23731.8,23836.6,20252.6,20668.61470714901,19329.379816356395,21706.224659726788,20197.858404478655,17751.752038939965,23192.4,22039.673079249133,18531.852314045722,20952.04153210272,0.44561935368240246,20472.076019469983,0.8911680186786188,20285.762696647427,0.8990268777131076,19998.997261752702
73,False,High,Master Protein,4.3885970742343967e+18,3223,NP_000691.1,ANXA1#301#annexin A1 [Homo sapiens],0,343.402,0,73,27,1777,1,27,1,346,38.7,7.02,13413,2881.23,73,71,850,927,27,25,0,34332.2,32293.7,31376.8,33367.4,31480.7,30823.8,31717.7,29868.0,28995.5,29850.0,28154.7,27346.9,32482.765884295142,29205.46630494442,32743.083472089533,29038.68768719384,29299.002682531096,31717.7,28012.0747548293,26828.2493682585,30890.885579641686,0.9866510006678755,30508.35134126555,0.8853591994826191,27420.162061543902,0.25792793200278485,30844.11609461978
74,False,High,Master Protein,7.742249596596209e+18,4025,NP_055205.2,SND1#27044#staphylococcal nuclease domain-containing protein 1 [Homo sapiens],0,343.08,0,50,39,487,16,39,1,910,101.9,7.17,2437,754.63,50,50,236,251,39,36,0,8233.7,9737.9,6898.5,8025.7,9261.5,6604.3,7660.1,9035.4,6225.4,7581.5,8969.8,6222.1,7790.160533304623,8806.668493573616,7875.536152710399,8543.069436668999,6277.597292230034,7660.1,8473.9621079344,5760.086345024451,8209.302794689698,0.8987632658033853,6968.848646115017,0.27192772401878057,7117.024226479425,0.539221501667094,8298.414513439118
75,False,High,Master Protein,2.2140051413033344e+18,2703,NP_001275905.1,XRCC6#2547#X-ray repair cross-complementing protein 6 isoform 1 [Homo sapiens],0,338.87,0,59,39,688,0,39,1,609,69.8,6.64,2998,1123.91,59,49,322,366,39,32,0,13435.4,13559.3,15055.4,13970.2,14259.5,15636.5,13457.8,13604.9,15189.6,13235.5,13396.3,14706.6,12711.65124174562,12262.629530485292,13708.81233544673,13153.365937718683,14862.990787813233,13457.8,12759.52443524766,14054.262785746041,13431.089136582706,0.12360051751292908,14160.395393906616,0.22943501369725622,13406.89361049685,0.37433238668801216,12487.140386115456
76,False,High,Master Protein,8.447085133855285e+18,4188,NP_001099008.1,MYBBP1A#10514#myb-binding protein 1A isoform 1 [Homo sapiens],0,335.286,0,38,37,486,0,37,1,1332,149.3,9.28,2666,706.95,38,36,249,237,37,32,0,5216.3,5800.6,6365.0,5482.9,5871.2,6696.5,5518.2,5893.2,6537.2,5390.2,5735.6,6511.0,4935.304224088429,5245.890927594565,5380.312891298683,5415.760867739677,6365.236325941951,5518.2,5527.010812413286,6048.581047754978,5398.036879519181,0.2944991292838092,5941.718162970976,0.26794301429063716,5787.795930084132,0.17646827600226894,5090.597575841497
77,False,High,Master Protein,5.926930809007956e+18,3601,NP_006635.2,HSPH1#10808#heat shock protein 105 kDa isoform 1 [Homo sapiens],0,334.554,0,58,40,767,0,38,1,858,96.8,5.39,4138,1142.71,57,53,369,398,39,35,0,12806.6,11568.7,11963.8,12456.9,11293.7,11867.3,11738.4,10409.2,11009.0,11071.9,9746.9,10466.4,12116.723937697387,10462.389817271187,12223.826744171618,10417.628170048985,11280.246255633676,11738.4,9762.397500266812,10186.139135216079,11320.7274571103,0.9820210266470131,11509.323127816839,0.8359785769930957,9974.268317741446,0.34547743686290927,11289.556877484287
78,False,High,Master Protein,3.6024459098663526e+18,3023,NP_005372.2,NCL#4691#nucleolin [Homo sapiens],0,331.565,0,44,46,1393,46,46,1,710,76.6,4.7,5660,1675.31,44,43,671,722,46,38,0,33565.2,31611.3,30030.1,35616.8,33661.5,32571.9,35260.9,33846.4,32110.7,35532.5,33881.2,32360.1,31757.083247200684,28588.323945707354,34950.396357184516,31050.31926172148,30960.627355327204,35260.9,31743.266605793975,29710.60567982405,33000.357809452995,0.3814561908420151,33110.763677663606,0.3944664397372569,30726.936142809012,0.8003419025153108,30172.70359645402
79,False,High,Master Protein,3.619946986448956e+17,2232,NP_004030.1,ANXA2#302#annexin A2 isoform 2 [Homo sapiens],0,329.371,0,78,32,1609,1,32,1,339,38.6,7.75,12059,2648.59,78,75,796,813,32,28,0,30961.4,31073.3,26393.6,32972.8,33025.1,28247.0,31841.7,31657.5,26640.8,31716.3,31596.1,27101.9,29293.54680591444,28101.772671865703,32355.866585604927,30463.285909727078,26849.672291328647,31841.7,29690.379555075953,24649.549956714007,31409.576247666002,0.15910655358227987,29345.686145664324,0.8391774159883474,27169.96475589498,0.6525485234293575,28697.65973889007
80,False,High,Master Protein,7.449371538365957e+18,3957,NP_003283.2,TPR#7175#nucleoprotein TPR [Homo sapiens],0,326.889,0,24,52,345,51,52,1,2363,267.1,5.02,1616,465.73,24,22,173,172,51,45,0,5183.3,6533.9,4461.3,5338.5,6821.9,4638.4,5657.6,7301.7,5021.4,5574.7,7131.8,4876.0,4904.081894200402,5909.065740063119,5238.614669280494,6292.713425472357,4408.946789255453,5657.6,6847.99003071304,4646.078576943775,5765.6640473764255,0.6708515913496842,5033.273394627727,0.6889969467432462,5747.034303828408,0.8143826339903784,5406.573817131761
81,False,High,Master Protein,-1.6580122763585546e+17,2102,NP_114032.2,HNRNPU#3192#heterogeneous nuclear ribonucleoprotein U isoform a [Homo sapiens],0,326.427,0,51,40,1083,2,2,1,825,90.5,6.0,3602,1466.31,51,45,530,553,40,33,40,24123.2,23981.9,21427.6,26021.2,25811.9,23327.8,26577.6,26186.5,23642.4,26623.8,26401.8,23902.6,22823.712374389892,21688.52043521017,25534.333620358077,23809.626301609514,22173.81616729764,26577.6,24559.33425630566,21875.263501719743,24671.979960983794,0.16354566025972195,24375.708083648817,0.5072693785367313,23217.298879012702,0.6040888837247183,22256.11640480003
82,False,High,Master Protein,8.732346175470675e+18,4249,XP_006720201.1,KTN1#3895#kinectin isoform X1 [Homo sapiens],0,326.088,0,38,43,409,0,43,1,1357,156.2,5.64,2138,662.82,38,36,202,207,43,39,0,5415.9,6307.6,5803.1,5248.6,6081.9,5680.7,5239.3,6039.6,5775.4,5652.3,6523.5,6184.8,5124.152013350559,5704.406719114485,5150.396731888284,5610.116504548634,5399.686104200468,5239.3,5664.313870673197,5343.721315426192,5380.256618218459,0.9355274827325272,5319.493052100234,0.800273519357887,5504.017593049694,0.818106299686586,5414.279366232522
