Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Intensity: F1: 126  Sample  DGN,Intensity: F1: 127N  Sample  DGD,Intensity: F1: 127C  Sample  CA4N,Intensity: F1: 128N  Sample  CA4D,Intensity: F1: 128C  Sample  CA3N,Intensity: F1: 129N  Sample  CA3D,Intensity: F1: 129C  Sample  CA2N,Intensity: F1: 130N  Sample  CA2D,Intensity: F1: 130C  Sample  CA1N,Intensity: F1: 131  Sample  CA1D,Found in Sample: [S1] F1: 126  Sample  DGN,Found in Sample: [S2] F1: 127N  Sample  DGD,Found in Sample: [S3] F1: 127C  Sample  CA4N,Found in Sample: [S4] F1: 128N  Sample  CA4D,Found in Sample: [S5] F1: 128C  Sample  CA3N,Found in Sample: [S6] F1: 129N  Sample  CA3D,Found in Sample: [S7] F1: 129C  Sample  CA2N,Found in Sample: [S8] F1: 130N  Sample  CA2D,Found in Sample: [S9] F1: 130C  Sample  CA1N,Found in Sample: [S10] F1: 131  Sample  CA1D,Modifications,normalized Intensity: F1: 126  Sample  DGN,normalized Intensity: F1: 127C  Sample  CA4N,normalized Intensity: F1: 128N  Sample  CA4D,normalized Intensity: F1: 129C  Sample  CA2N,normalized Intensity: F1: 127N  Sample  DGD,normalized Intensity: F1: 128C  Sample  CA3N,normalized Intensity: F1: 129N  Sample  CA3D,normalized Intensity: F1: 130C  Sample  CA1N
False,High,IsMasterProtein,NP_001095868.1,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens],0.0,6.697,6,3,5,3,1,636,71.2,8.13,20.0,7.66,2.0,3.0,0,47.1,20.0,17.9,30.8,42.3,14.0,50.8,26.5,39.9,49.0,High,High,High,High,High,High,High,High,High,High,0.0,32.8875,40.0625,36.4375,34.275000000000006,25.950000000000003,35.5375,23.8375,28.9625
False,High,IsMasterProtein,NP_001119522.1,HDGF#3068#hepatoma-derived growth factor isoform b [Homo sapiens],0.003,5.146,4,1,2,1,1,256,28.2,4.79,44.0,3.26,1.0,1.0,0,8.9,2.2,0.0,5.8,51.1,2.8,63.7,8.1,38.2,56.0,High,High,Not Found,High,High,High,High,High,High,High,0.0,7.949999999999999,0.0,7.762499999999999,44.45,7.762499999999999,42.8875,8.4875,27.175
False,High,IsMasterProtein,NP_001119653.1,NRGN#4900#neurogranin [Homo sapiens],0.006,2.532,18,1,2,1,1,78,7.6,7.87,37.0,2.72,1.0,1.0,0,49.6,21.5,8.6,22.7,25.1,13.3,29.9,23.7,30.3,25.1,High,High,High,High,High,High,High,High,High,High,0.0,36.6875,18.625,27.9125,19.6875,28.1875,21.475,23.025,20.95
False,Medium,IsMasterProtein,NP_001122060.3,SLC14A1#6563#urea transporter 1 isoform 1 [Homo sapiens],0.045,1.296,2,1,1,1,1,445,48.3,6.54,0.0,0.0,1.0,0.0,0,46.8,36.5,7.0,37.5,41.4,22.9,52.5,37.5,48.2,76.2,High,High,High,High,High,High,High,High,High,High,0.0,32.575,15.1125,43.15,35.35,48.925,34.625,37.8625,35.75
False,High,IsMasterProtein,NP_001122306.1,PLP1#5354#myelin proteolipid protein isoform 1 [Homo sapiens],0.0,27.859,15,4,14,4,1,277,30.1,8.35,153.0,23.59,4.0,4.0,0,197.4,143.3,78.3,306.5,280.5,259.4,302.9,333.6,247.5,800.9,High,High,High,High,High,High,High,High,High,High,0.0,194.35,170.27499999999998,326.7125,187.725,203.25,227.6,342.725,181.9
False,High,IsMasterProtein,NP_001123475.1,SYNPR#132204#synaptoporin isoform 1 [Homo sapiens],0.009,1.666,5,1,1,1,1,285,31.3,6.54,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001124384.1,SUGT1#10910#protein SGT1 homolog isoform B [Homo sapiens],0.007,2.712,3,1,1,1,1,365,41.0,5.16,22.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001129172.1,YWHAZ#7534#14-3-3 protein zeta/delta [Homo sapiens],0.0,42.94,42,10,24,8,1,245,27.7,4.79,181.0,43.2,10.0,10.0,2,348.6,266.4,152.1,267.2,435.2,190.2,582.1,304.3,541.2,646.2,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],326.7125,304.04999999999995,259.9,450.36249999999995,326.7125,405.8,269.6875,431.38750000000005
False,High,IsMasterProtein,NP_001138303.1,PHB2#11331#prohibitin-2 isoform 1 [Homo sapiens],0.0,10.226,12,4,7,4,1,299,33.3,9.83,33.0,7.5,4.0,3.0,0,108.5,63.8,31.7,65.5,106.8,53.4,128.8,71.6,122.6,136.8,High,High,High,High,High,High,High,High,High,High,0.0,84.69999999999999,68.0,74.51249999999999,88.67500000000001,85.9,94.67500000000001,85.0375,83.775
False,High,IsMasterProtein,NP_001138986.1,SCRN1#9805#secernin-1 isoform b [Homo sapiens],0.0,6.904,4,2,3,2,1,434,48.7,4.78,45.0,6.1,1.0,2.0,0,103.9,76.6,33.7,82.6,65.1,63.7,73.6,80.0,82.9,145.5,High,High,High,High,High,High,High,High,High,High,0.0,81.86250000000001,77.6875,95.8375,48.925,92.2,52.337500000000006,97.2625,59.025
False,High,IsMasterProtein,NP_001143.2,SLC25A5#292#ADP/ATP translocase 2 [Homo sapiens],0.0,5.56,5,2,4,2,1,298,32.8,9.69,24.0,5.07,2.0,2.0,0,131.4,99.6,50.7,83.9,100.1,78.9,119.5,87.7,148.2,133.1,High,High,High,High,High,High,High,High,High,High,0.0,103.425,113.55000000000001,98.86250000000001,83.775,121.6,84.69999999999999,128.60000000000002,106.25
False,High,IsMasterProtein,NP_001145.1,ANXA5#308#annexin A5 [Homo sapiens],0.003,5.099,6,2,3,2,1,320,35.9,5.05,61.0,3.12,2.0,1.0,0,48.1,33.6,15.7,36.5,116.7,21.4,119.4,42.3,89.7,128.4,High,High,High,High,High,High,High,High,High,High,0.0,34.625,35.9625,41.3,82.8125,43.9,100.6875,35.037499999999994,65.02499999999999
False,High,IsMasterProtein,NP_001146.2,ANXA6#309#annexin A6 isoform 1 [Homo sapiens],0.003,4.844,3,2,3,2,1,673,75.8,5.6,44.0,3.07,2.0,1.0,0,47.2,32.0,16.7,30.8,26.3,24.0,37.1,31.5,34.6,57.9,High,High,High,High,High,High,High,High,High,High,0.0,33.1875,38.1125,36.4375,25.3,41.037499999999994,22.525000000000002,39.2875,24.525
False,High,IsMasterProtein,NP_001152759.1,TPI1#7167#triosephosphate isomerase isoform 2 [Homo sapiens],0.0,16.199,18,4,10,4,1,286,30.8,5.92,110.0,20.16,4.0,4.0,0,92.3,50.4,42.6,75.8,96.1,45.1,114.7,70.9,100.5,137.8,High,High,High,High,High,High,High,High,High,High,0.0,71.98750000000001,95.8375,88.67500000000001,77.6875,67.46249999999999,80.325,76.2875,71.98750000000001
False,High,IsMasterProtein,NP_001158886.1,LDHA#3939#L-lactate dehydrogenase A chain isoform 3 [Homo sapiens],0.0,6.84,7,2,4,2,1,361,39.8,8.43,57.0,7.8,2.0,2.0,0,69.1,40.3,19.2,43.5,54.4,31.4,56.9,56.3,65.7,75.0,High,High,High,High,High,High,High,High,High,High,0.0,55.525000000000006,44.45,53.6875,37.8625,55.2,43.9,55.2,47.975
False,High,IsMasterProtein,NP_001165131.1,CYB5R3#1727#NADH-cytochrome b5 reductase 3 isoform 3 [Homo sapiens],0.003,5.236,4,1,6,1,1,334,38.2,6.9,22.0,7.83,1.0,1.0,0,53.8,30.3,24.9,31.7,42.1,30.9,53.3,34.2,58.6,61.8,High,High,High,High,High,High,High,High,High,High,0.0,41.824999999999996,56.5,38.1125,35.9625,38.462500000000006,35.175,52.825,43.15
False,High,IsMasterProtein,NP_001166925.1,"PDHA1#5160#pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial isoform 2 precursor [Homo sapiens]",0.009,1.732,2,1,2,1,1,428,47.5,8.54,0.0,2.33,1.0,1.0,0,78.8,41.9,19.5,41.1,44.5,28.2,62.6,41.8,56.5,72.6,High,High,High,High,High,High,High,High,High,High,0.0,63.4,44.85,48.5125,43.15,56.5,36.824999999999996,46.4125,42.1875
False,High,IsMasterProtein,NP_001173.2,ALDH7A1#501#alpha-aminoadipic semialdehyde dehydrogenase isoform 1 precursor [Homo sapiens],0.006,2.513,3,1,2,1,1,539,58.5,7.99,0.0,2.83,1.0,1.0,0,21.3,13.3,11.2,13.5,15.0,11.5,18.4,18.2,23.3,27.4,High,High,High,High,High,High,High,High,High,High,0.0,17.3,24.7125,15.987499999999999,11.075,18.4875,11.075,19.4375,14.95
False,High,IsMasterProtein,NP_001180262.1,CORO1A#11151#coronin-1A [Homo sapiens],0.008,3.382,3,1,4,1,1,461,51.0,6.68,85.0,7.39,1.0,1.0,0,27.5,8.5,3.7,11.9,25.5,8.2,36.3,12.7,22.4,27.1,High,High,High,High,High,High,High,High,High,High,0.0,20.95,11.675,14.8,24.525,13.45,21.7875,15.987499999999999,14.1875
False,High,IsMasterProtein,NP_001180500.1,CSRP1#1465#cysteine and glycine-rich protein 1 isoform 1 [Homo sapiens],0.009,1.533,8,1,2,1,1,193,20.6,8.57,15.0,1.81,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001184222.1,DPYSL2#1808#dihydropyrimidinase-related protein 2 isoform 1 [Homo sapiens],0.0,60.301,25,13,32,11,1,677,73.5,6.35,345.0,55.34,13.0,12.0,3,375.9,275.0,158.3,357.9,319.6,257.9,368.6,361.2,408.5,517.1,High,High,High,High,High,High,High,High,High,High,0.0,342.725,313.45,355.5625,251.0125,333.67499999999995,259.9,326.7125,292.3375
False,High,IsMasterProtein,NP_001185498.1,ATP6V0C#527#V-type proton ATPase 16 kDa proteolipid subunit [Homo sapiens],0.009,1.813,5,1,2,1,1,155,15.7,8.44,0.0,1.66,1.0,1.0,0,16.8,6.6,1.6,14.9,16.4,3.2,20.9,15.9,23.4,14.4,High,High,High,High,High,High,High,High,High,High,0.0,14.5375,6.1375,17.8625,12.987499999999999,11.5125,12.55,9.2375,15.1125
False,High,IsMasterProtein,NP_001186040.1,"MDH1#4190#malate dehydrogenase, cytoplasmic isoform 2 [Homo sapiens]",0.0,7.992,7,3,6,3,1,352,38.6,7.71,61.0,7.69,3.0,3.0,0,94.5,62.3,32.2,51.8,76.3,45.1,86.3,61.4,96.0,95.2,High,High,High,High,High,High,High,High,High,High,0.0,74.1125,69.475,62.287499999999994,57.425000000000004,83.775,62.287499999999994,76.2875,68.5125
False,High,IsMasterProtein,NP_001186143.1,STMN2#11075#stathmin-2 isoform 1 [Homo sapiens],0.008,3.454,5,1,2,1,1,187,21.8,7.15,35.0,2.91,1.0,1.0,0,47.2,34.5,21.9,28.9,33.6,29.0,41.8,25.9,43.0,50.9,High,High,High,High,High,High,High,High,High,High,0.0,33.1875,47.6125,35.175,28.775,44.85,28.599999999999998,49.4,31.6875
False,High,IsMasterProtein,NP_001186284.1,RPL17-C18orf32#100526842#RPL17-C18orf32 protein isoform 1 [Homo sapiens],0.002,3.751,4,1,2,1,1,228,26.4,10.1,18.0,2.85,1.0,1.0,0,48.9,22.6,14.9,22.6,60.7,20.2,69.1,29.2,58.7,72.1,High,High,High,High,High,High,High,High,High,High,0.0,35.5375,34.275000000000006,27.4125,47.6125,30.375,49.4,33.4375,43.6625
False,High,IsMasterProtein,NP_001193594.1,IGSF8#93185#immunoglobulin superfamily member 8 precursor [Homo sapiens],0.0,5.82,4,2,3,2,1,613,65.0,8.0,54.0,3.2,2.0,1.0,0,60.6,15.1,22.2,31.6,45.1,19.8,59.4,47.9,51.4,50.2,High,High,High,High,High,High,High,High,High,High,0.0,46.4125,48.925,37.8625,40.0625,20.5625,38.1125,33.1875,38.1125
False,High,IsMasterProtein,NP_001229536.1,NCAM1#4684#neural cell adhesion molecule 1 isoform 5 precursor [Homo sapiens],0.003,4.818,4,3,6,3,1,884,97.3,4.93,19.0,8.15,3.0,3.0,0,52.2,37.6,13.7,29.8,33.3,26.5,47.8,41.3,41.5,52.1,High,High,High,High,High,High,High,High,High,High,0.0,39.725,32.3375,35.75,32.7375,50.175,28.4625,42.8875,30.575000000000003
False,High,IsMasterProtein,NP_001230106.1,ALDOA#226#fructose-bisphosphate aldolase A isoform 2 [Homo sapiens],0.0,33.599,15,7,18,6,1,418,45.2,8.25,154.0,29.5,7.0,7.0,1,356.2,247.6,124.1,253.7,298.0,189.8,368.6,276.8,346.9,452.8,High,High,High,High,High,High,High,High,High,High,0.0,333.67499999999995,269.6875,251.0125,251.0125,313.45,251.0125,259.9,259.9
False,High,IsMasterProtein,NP_001238968.1,RAB5C#5878#ras-related protein Rab-5C isoform b [Homo sapiens],0.007,2.269,5,1,2,1,1,249,27.0,8.66,37.0,3.03,1.0,1.0,0,42.8,19.5,11.8,26.2,22.1,16.8,31.9,27.5,27.6,34.9,High,High,High,High,High,High,High,High,High,High,0.0,30.112499999999997,26.1,32.575,21.7875,25.7,19.0375,27.9125,18.4875
False,High,IsMasterProtein,NP_001238978.1,PCMT1#5110#protein-L-isoaspartate(D-aspartate) O-methyltransferase isoform 2 [Homo sapiens],0.007,2.834,3,1,2,1,1,286,30.3,6.73,20.0,2.11,1.0,1.0,0,56.7,26.8,21.8,31.8,34.2,23.7,44.5,27.6,46.4,43.2,High,High,High,High,High,High,High,High,High,High,0.0,43.9,46.9875,38.462500000000006,30.7625,35.9625,28.9625,38.875,34.625
False,High,IsMasterProtein,NP_001243143.1,ATP1A3#478#sodium/potassium-transporting ATPase subunit alpha-3 isoform 3 [Homo sapiens],0.0,73.291,17,14,38,4,1,1026,113.0,5.38,486.0,65.22,14.0,14.0,9,603.9,410.1,220.1,447.3,440.8,341.5,553.4,471.0,568.9,683.5,High,High,High,High,High,High,High,High,High,High,0.0,462.3,450.36249999999995,462.3,405.8,450.36249999999995,431.38750000000005,431.38750000000005,450.36249999999995
False,High,IsMasterProtein,NP_001244957.1,TKT#7086#transketolase isoform 2 [Homo sapiens],0.0,22.198,15,6,12,6,1,631,68.8,7.52,63.0,19.97,6.0,6.0,0,82.6,49.3,32.1,52.3,85.2,40.6,109.3,51.4,104.4,125.3,High,High,High,High,High,High,High,High,High,High,0.0,66.6,68.5125,63.4,73.28750000000001,64.675,71.025,68.5125,76.825
False,High,IsMasterProtein,NP_001245218.1,SELENBP1#8991#methanethiol oxidase isoform 3 [Homo sapiens],0.008,1.625,2,1,2,1,1,514,56.8,6.48,0.0,2.53,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,Medium,IsMasterProtein,NP_001257376.1,"ACADVL#37#very long-chain specific acyl-CoA dehydrogenase, mitochondrial isoform 3 [Homo sapiens]",0.043,1.384,2,1,2,1,1,678,72.9,8.75,37.0,3.05,1.0,1.0,0,31.0,15.6,8.8,14.4,38.3,6.8,44.1,12.8,39.6,50.1,High,High,High,High,High,High,High,High,High,High,0.0,22.7625,19.2875,17.375,30.575000000000003,21.2125,31.487499999999997,12.987499999999999,28.775
False,High,IsMasterProtein,NP_001258535.1,BASP1#10409#brain acid soluble protein 1 [Homo sapiens],0.0,8.269,18,3,6,3,1,227,22.7,4.63,115.0,7.71,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001258898.1,HSP90AB1#3326#heat shock protein HSP 90-beta isoform a [Homo sapiens],0.0,57.656,20,12,30,2,1,724,83.2,5.03,334.0,51.98,11.0,12.0,8,405.3,209.8,158.5,244.0,541.7,190.6,651.6,275.9,536.4,706.9,High,High,High,High,High,High,High,High,High,High,0.0,385.825,326.7125,242.15,501.3,269.6875,501.3,279.025,423.8125
False,High,IsMasterProtein,NP_001265393.1,DNM1L#10059#dynamin-1-like protein isoform 5 [Homo sapiens],0.008,1.987,1,1,1,1,1,749,83.3,7.08,30.0,0.0,1.0,0.0,0,16.3,8.4,7.4,12.4,8.6,8.2,14.1,12.0,19.0,16.8,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],14.1875,15.987499999999999,15.1125,8.15,12.987499999999999,6.1375,15.987499999999999,11.075
False,High,IsMasterProtein,NP_001268425.1,PHB#5245#prohibitin isoform 1 [Homo sapiens],0.0,10.216,18,4,8,4,1,272,29.8,5.76,37.0,10.9,4.0,4.0,0,78.5,51.2,33.0,45.0,66.7,43.4,101.7,63.8,101.7,119.6,High,High,High,High,High,High,High,High,High,High,0.0,62.287499999999994,72.7125,55.525000000000006,67.46249999999999,69.475,53.6875,72.7125,74.1125
False,High,IsMasterProtein,NP_001269633.1,PDIA6#10130#protein disulfide-isomerase A6 isoform a [Homo sapiens],0.008,3.64,3,1,2,1,1,492,53.9,5.33,28.0,3.41,1.0,1.0,0,14.5,9.0,8.0,10.7,18.1,7.3,22.9,11.5,16.8,24.4,High,High,High,High,High,High,High,High,High,High,0.0,12.0625,18.049999999999997,12.7625,14.0,14.1875,14.8,14.0,9.2375
False,High,IsMasterProtein,NP_001273166.1,"SLC2A14#144195#solute carrier family 2, facilitated glucose transporter member 14 isoform d [Homo sapiens]",0.009,1.879,1,1,2,1,1,535,58.2,7.23,0.0,2.02,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001274271.1,PHPT1#29085#14 kDa phosphohistidine phosphatase isoform 4 [Homo sapiens],0.008,3.64,16,1,1,1,1,127,14.0,5.77,40.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001275582.1,CLTC#1213#clathrin heavy chain 1 isoform 2 [Homo sapiens],0.0,13.853,4,6,10,6,1,1679,191.9,5.69,60.0,10.5,6.0,4.0,0,173.6,93.0,57.3,91.6,129.6,65.3,179.2,97.8,175.7,174.6,High,High,High,High,High,High,High,High,High,High,0.0,137.91250000000002,128.60000000000002,110.2375,127.175,110.2375,109.01249999999999,102.0,137.91250000000002
False,Medium,IsMasterProtein,NP_001275905.1,XRCC6#2547#X-ray repair cross-complementing protein 6 isoform 1 [Homo sapiens],0.042,1.328,1,1,1,1,1,609,69.8,6.64,0.0,0.0,0.0,1.0,0,7.4,2.5,2.9,6.0,83.1,0.0,100.8,7.8,64.3,87.9,High,High,High,High,High,Not Found,High,High,High,High,0.0,6.9875,10.024999999999999,8.15,66.6,8.4875,68.5125,0.0,47.6125
False,High,IsMasterProtein,NP_001276052.1,TUBB4A#10382#tubulin beta-4A chain isoform 1 [Homo sapiens],0.0,57.06,27,11,42,3,1,495,54.4,5.02,396.0,72.61,11.0,11.0,10,519.2,389.9,236.2,391.0,380.9,345.7,502.8,422.4,581.0,649.9,High,High,High,High,High,High,High,High,High,High,0.0,423.8125,471.2125,385.825,355.5625,423.8125,333.67499999999995,450.36249999999995,462.3
False,High,IsMasterProtein,NP_001276718.1,GPI#2821#glucose-6-phosphate isomerase isoform 3 [Homo sapiens],0.007,3.066,3,2,3,2,1,597,67.2,8.97,17.0,2.31,2.0,1.0,0,48.2,31.6,23.5,31.0,44.9,27.5,53.3,31.9,48.9,61.2,High,High,High,High,High,High,High,High,High,High,0.0,34.849999999999994,53.6875,37.3375,35.9625,40.3375,37.5625,44.45,36.074999999999996
False,High,IsMasterProtein,NP_001284505.1,PEA15#8682#astrocytic phosphoprotein PEA-15 isoform a [Homo sapiens],0.002,3.788,7,1,2,1,1,151,17.3,4.89,33.0,3.2,1.0,1.0,0,44.1,33.2,13.5,24.4,20.7,22.2,28.3,27.6,28.6,46.3,High,High,High,High,High,High,High,High,High,High,0.0,31.0625,31.1875,30.462500000000002,18.775,43.15,16.325,36.4375,19.6875
False,Low,IsMasterProtein,NP_001287758.1,CIRBP#1153#cold-inducible RNA-binding protein isoform 3 [Homo sapiens],0.063,1.136,2,1,1,1,1,297,31.9,9.61,0.0,1.89,0.0,1.0,0,11.4,2.0,7.5,10.5,39.3,1.9,38.7,7.7,27.6,43.4,High,High,High,High,High,High,High,High,High,High,0.0,9.7625,16.325,12.55,27.075,6.9875,32.575,7.762499999999999,18.4875
False,High,IsMasterProtein,NP_001287848.1,HMGA2#8091#high mobility group protein HMGI-C isoform d [Homo sapiens],0.008,2.119,16,1,2,1,1,147,16.4,11.59,32.0,2.6,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001290043.1,TUBA1C#84790#tubulin alpha-1C chain isoform a [Homo sapiens],0.0,49.777,23,10,40,4,1,519,57.7,5.07,333.0,61.08,10.0,10.0,7,328.0,428.8,182.9,448.1,270.6,355.7,318.0,434.2,378.3,575.9,High,High,High,High,High,High,High,High,High,High,0.0,304.04999999999995,385.825,471.2125,207.9125,462.3,217.72500000000002,501.3,279.025
False,High,IsMasterProtein,NP_001291217.1,RPSA#3921#40S ribosomal protein SA isoform 2 [Homo sapiens],0.003,5.126,10,2,3,2,1,300,33.3,4.87,43.0,1.95,1.0,1.0,0,12.8,5.7,18.8,15.8,44.8,8.3,59.3,7.4,45.8,56.3,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],10.712499999999999,43.6625,19.0375,39.725,10.712499999999999,37.3375,16.5875,34.474999999999994
False,High,IsMasterProtein,NP_001302466.1,LDHB#3945#L-lactate dehydrogenase B chain isoform LDHBx [Homo sapiens],0.0,24.842,23,6,12,6,1,341,37.4,6.25,108.0,19.77,6.0,6.0,0,63.9,78.8,33.3,73.6,70.2,67.5,84.2,73.7,78.7,149.0,High,High,High,High,High,High,High,High,High,High,0.0,50.175,74.51249999999999,86.975,55.9125,94.67500000000001,56.987500000000004,109.01249999999999,52.825
False,High,IsMasterProtein,NP_001303258.1,PRKCG#5582#protein kinase C gamma type isoform 1 [Homo sapiens],0.007,2.226,2,1,2,1,1,710,79.8,7.55,37.0,2.83,1.0,1.0,0,43.5,17.0,13.0,16.9,22.2,12.2,33.1,19.2,38.5,26.1,High,High,High,High,High,High,High,High,High,High,0.0,30.462500000000002,29.9,19.95,22.525000000000002,22.7625,19.2875,20.5625,27.4125
False,High,IsMasterProtein,NP_001305051.1,AK1#203#adenylate kinase isoenzyme 1 isoform 2 [Homo sapiens],0.002,3.802,5,1,2,1,1,210,23.4,8.6,40.0,3.78,1.0,1.0,0,56.3,38.1,12.6,40.1,18.6,28.4,26.2,39.0,28.4,84.7,High,High,High,High,High,High,High,High,High,High,0.0,42.8875,27.675,47.6125,16.325,51.6125,15.4875,47.6125,19.4375
False,High,IsMasterProtein,NP_001306008.1,HMGA1#3159#high mobility group protein HMG-I/HMG-Y isoform a [Homo sapiens],0.007,3.169,14,2,3,2,1,107,11.7,10.32,23.0,2.72,2.0,1.0,0,48.1,23.8,16.9,27.1,328.5,9.1,428.2,49.7,329.5,450.2,High,High,High,High,High,High,High,High,High,High,0.0,34.625,39.2875,33.0,304.04999999999995,32.575,269.6875,17.5625,251.0125
False,High,IsMasterProtein,NP_001309294.1,HK1#3098#hexokinase-1 isoform a [Homo sapiens],0.0,15.713,4,4,8,4,1,952,106.2,7.06,69.0,11.23,4.0,4.0,0,144.3,100.6,57.1,89.9,89.9,76.9,123.5,100.0,127.3,140.8,High,High,High,High,High,High,High,High,High,High,0.0,111.5875,127.175,107.5,85.9,123.5375,75.3625,120.38749999999999,92.2
False,High,IsMasterProtein,NP_001309906.1,SFXN1#94081#sideroflexin-1 isoform 1 [Homo sapiens],0.007,2.78,4,1,2,1,1,322,35.6,9.07,32.0,3.26,1.0,1.0,0,34.4,17.5,14.3,22.1,25.5,14.8,29.6,18.2,31.8,35.0,High,High,High,High,High,High,High,High,High,High,0.0,25.112499999999997,33.0,26.525,19.2875,23.387500000000003,21.7875,25.3,22.275
False,High,IsMasterProtein,NP_001315603.1,SV2A#9900#synaptic vesicle glycoprotein 2A isoform 1 [Homo sapiens],0.003,4.586,2,1,2,1,1,742,82.6,5.57,62.0,3.08,1.0,1.0,0,49.4,33.0,21.4,24.2,21.8,18.2,31.2,36.8,39.3,30.8,High,High,High,High,High,High,High,High,High,High,0.0,36.4375,46.4125,29.9,20.7625,42.8875,18.049999999999997,29.6875,28.4625
False,High,IsMasterProtein,NP_001316851.1,CALM3#808#calmodulin-3 isoform 1 [Homo sapiens],0.0,23.856,30,3,9,3,1,149,16.8,4.22,225.0,12.8,3.0,2.0,0,187.0,87.1,48.4,84.5,89.5,70.5,108.4,86.6,123.0,115.4,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],153.825,107.5,102.0,71.025,107.5,74.51249999999999,111.5875,84.69999999999999
False,Medium,IsMasterProtein,NP_001317093.1,HSPA12A#259217#heat shock 70 kDa protein 12A isoform 1 [Homo sapiens],0.049,1.234,2,1,2,1,1,692,77.0,7.17,20.0,2.12,1.0,1.0,0,17.6,8.9,7.6,10.8,13.1,3.9,18.6,9.5,15.7,15.2,High,High,High,High,High,High,High,High,High,High,0.0,14.8,16.5875,13.45,11.5125,14.0,9.2375,10.712499999999999,7.762499999999999
False,High,IsMasterProtein,NP_001336850.1,RPL27#6155#60S ribosomal protein L27 [Homo sapiens],0.007,2.785,7,1,2,1,1,136,15.8,10.56,28.0,2.61,1.0,1.0,0,30.5,19.3,14.0,22.3,45.1,18.0,52.5,19.7,53.2,54.0,High,High,High,High,High,High,High,High,High,High,0.0,22.025,32.575,27.075,35.35,25.3875,38.1125,29.4875,40.0625
False,High,IsMasterProtein,NP_001337407.1,CAP1#10487#adenylyl cyclase-associated protein 1 isoform a [Homo sapiens],0.003,4.921,7,2,4,2,1,475,51.6,8.02,25.0,4.41,2.0,2.0,0,22.7,12.2,2.5,19.9,123.5,8.4,129.7,32.7,96.2,119.6,High,High,High,High,High,High,High,High,High,High,0.0,18.4875,9.2375,24.525,90.6875,17.3,106.25,16.8125,69.475
False,High,IsMasterProtein,NP_001341087.1,ACSL3#2181#long-chain-fatty-acid--CoA ligase 3 [Homo sapiens],0.0,7.726,4,2,4,2,1,720,80.4,8.38,93.0,6.13,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
