Accession,Description,Abundance: F4: 127N  Sample  Pre-term_RDS,Abundance: F5: 127N  Sample  Pre-term_RDS,Abundance: F4: 127C  Sample  Pre-term_Healthy,Abundance: F5: 127C  Sample  Pre-term_Healthy,Abundance: F4: 128N  Sample  Term_RDS,Abundance: F5: 128N  Sample  Term_RDS,Abundance: F4: 128C  Sample  Term_Healthy,Abundance: F5: 128C  Sample  Term_Healthy,normalized Abundance: F4: 127C  Sample  Pre-term_Healthy,normalized Abundance: F4: 127N  Sample  Pre-term_RDS,normalized Abundance: F4: 128C  Sample  Term_Healthy,normalized Abundance: F4: 128N  Sample  Term_RDS,normalized Abundance: F5: 127C  Sample  Pre-term_Healthy,normalized Abundance: F5: 127N  Sample  Pre-term_RDS,normalized Abundance: F5: 128C  Sample  Term_Healthy,normalized Abundance: F5: 128N  Sample  Term_RDS
NP_001244901.1,procathepsin L isoform 1 preproprotein [Homo sapiens],70.5,117.0,49.2,75.4,57.2,90.4,43.2,50.9,48.14335570469799,60.67827626918536,40.74100905562744,49.086286050618014,75.4,87.03367346938776,45.951826625387,72.65887541345094
NP_001245218.1,methanethiol oxidase isoform 3 [Homo sapiens],0.0,48.1,0.0,22.6,0.0,45.0,0.0,30.5,0.0,0.0,0.0,0.0,22.6,35.78051020408164,27.534984520123842,36.16868798235943
NP_001255.4,corneodesmosin precursor [Homo sapiens],101.9,134.8,47.8,59.7,72.2,85.9,66.6,86.5,46.77342281879194,87.70377804014169,62.809055627425614,61.95856386109477,59.7,100.27469387755103,78.09102167182664,69.042006615215
NP_001257327.1,inactive tyrosine-protein kinase 7 isoform e [Homo sapiens],75.4,30.9,60.9,19.8,65.6,28.9,55.3,26.4,59.59208053691275,64.8956316410862,52.152263906856405,56.294761624484984,19.8,22.985816326530614,23.833560371517027,23.228335170893054
NP_001257905.1,IST1 homolog isoform c [Homo sapiens],153.8,86.4,130.4,85.7,101.9,68.9,151.9,102.1,127.59946308724834,132.37331759149941,143.2536869340233,87.44567392583873,85.7,64.27102040816327,92.1744891640867,55.378280044101444
NP_001258535.1,brain acid soluble protein 1 [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001265543.1,uromodulin isoform b preproprotein [Homo sapiens],27832.2,30699.3,55717.7,61219.3,36670.3,40168.0,26195.5,28580.3,54521.07825503356,23954.75064935065,24704.423673997415,31468.68593290171,61219.3,22836.520102040817,25801.905510835913,32284.974641675857
NP_001266.1,chromogranin-A isoform 1 preproprotein [Homo sapiens],0.0,54.8,0.0,44.3,0.0,47.6,0.0,18.9,0.0,0.0,0.0,0.0,44.3,40.764489795918365,17.06266253869969,38.258434399117974
NP_001269514.1,matrix remodeling-associated protein 8 isoform 1 precursor [Homo sapiens],85.9,0.0,76.6,0.0,72.5,0.0,133.4,0.0,74.95489932885906,73.93282172373083,125.8067270375162,62.2160094173043,0.0,0.0,0.0,0.0
NP_001274272.1,14 kDa phosphohistidine phosphatase isoform 5 [Homo sapiens],48.8,54.9,68.0,66.7,55.9,54.3,79.7,49.9,66.53959731543624,42.00141676505313,75.16338939197931,47.97068864037669,66.7,40.83887755102041,45.04904024767802,43.643550165380375
NP_001275696.1,armadillo repeat-containing protein 5 isoform c [Homo sapiens],235.3,0.0,275.3,0.0,228.4,0.0,143.5,0.0,269.3875167785235,202.51912632821725,135.33182406209576,196.00188346085935,0.0,0.0,0.0,0.0
NP_001276054.1,interferon alpha/beta receptor 2 isoform a [Homo sapiens],221.9,308.4,162.1,249.5,145.2,231.1,189.9,291.1,158.6186577181208,190.98595041322315,179.09068564036227,124.60364920541494,249.5,229.41183673469388,262.80111455108363,185.74630650496144
NP_001276737.1,alpha-crystallin B chain isoform 1 [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001287831.1,complement decay-accelerating factor isoform 5 precursor [Homo sapiens],3247.1,2771.2,3229.0,2804.8,3748.0,3167.1,3469.4,2927.7,3159.652348993289,2794.7295159386067,3271.9179818887455,3216.353148911124,2804.8,2061.433469387755,2643.087678018576,2545.5522601984567
NP_001288196.1,metallothionein-1G isoform 2 [Homo sapiens],843.8,1191.7,832.9,1159.4,1081.2,1458.0,1491.1,2083.0,815.0122147651007,726.2458087367178,1406.2249676584736,927.8337845791642,1159.4,886.4788775510204,1880.504024767802,1171.8654906284455
NP_001289855.1,bone marrow proteoglycan isoform 1 preproprotein [Homo sapiens],119.8,187.8,87.6,125.1,138.5,228.6,112.6,143.2,85.71865771812081,103.11003541912632,106.19068564036223,118.85403178340201,125.1,139.70020408163268,129.2790092879257,183.73693495038592
NP_001290343.1,trypsin-2 isoform 1 preproprotein [Homo sapiens],2152.5,1554.8,559.6,394.2,1903.8,1386.1,839.7,643.3,547.581744966443,1852.6239669421489,791.9033635187583,1633.7494997057092,394.2,1156.5808163265306,580.7624767801858,1114.0759647188534
NP_001291465.1,ephrin type-A receptor 4 isoform a precursor [Homo sapiens],0.0,25.5,0.0,21.0,0.0,29.3,0.0,31.0,0.0,0.0,0.0,0.0,21.0,18.96887755102041,27.98637770897833,23.54983461962514
NP_001291700.1,G-protein coupled receptor family C group 5 member B isoform 2 [Homo sapiens],89.5,128.1,96.1,166.9,91.3,145.6,99.5,185.5,94.03610738255034,77.03128689492326,93.83635187580855,78.34926427310182,166.9,95.29071428571429,167.4668730650155,117.0257993384785
NP_001298091.1,thy-1 membrane glycoprotein isoform 1 preproprotein [Homo sapiens],688.1,838.8,483.2,499.6,662.2,771.5,356.4,349.4,472.8225503355705,592.2371900826447,336.1133247089263,568.268157739847,499.6,623.9644897959183,315.43356037151705,620.0920617420066
NP_001303969.2,beta-galactosidase isoform d precursor [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001304947.1,apolipoprotein A-I isoform 1 preproprotein [Homo sapiens],3972.3,4486.4,897.9,976.0,1507.3,1442.2,1695.7,1744.6,878.6162416107383,3418.8981109799292,1599.1789133247091,1293.492289582107,976.0,3337.3322448979593,1575.0011145510837,1159.1662624035282
NP_001305754.1,beta-hexosaminidase subunit alpha isoform 1 precursor [Homo sapiens],348.0,229.9,191.9,138.5,314.2,214.7,172.4,158.4,187.77865771812083,299.51829988193623,162.58680465717984,269.6313125367863,138.5,171.01744897959185,143.00136222910217,172.56482910694598
NP_001305968.1,"fatty acid-binding protein, brain isoform 2 [Homo sapiens]",0.0,39.4,0.0,37.0,0.0,32.0,0.0,33.5,0.0,0.0,0.0,0.0,37.0,29.308775510204082,30.243343653250776,25.719955898566706
NP_001306125.1,protein S100-A8 isoform a [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001307540.1,importin subunit alpha-1 [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001307925.1,"fatty acid-binding protein, heart isoform 1 [Homo sapiens]",561.5,1142.6,394.5,866.6,910.8,1515.8,637.1,1358.9,386.02751677852353,483.2744982290437,600.8355756791722,781.6047086521482,866.6,849.9544897959183,1226.796408668731,1218.3221609702316
NP_001308349.1,rho GDP-dissociation inhibitor 2 [Homo sapiens],103.3,220.0,109.5,233.5,103.1,207.0,103.3,177.7,107.14832214765102,88.90873671782762,97.42005174644244,88.47545615067686,233.5,163.65306122448982,160.42513931888544,166.37596471885337
NP_001311332.1,peptidase inhibitor 15 preproprotein [Homo sapiens],3358.2,3489.0,5357.4,5359.9,4039.0,4172.3,4143.8,4335.4,5242.341744966443,2890.3515938606847,3907.9304010349297,3466.075338434373,5359.9,2595.388775510204,3913.940061919505,3353.4803748621835
NP_001314.1,cystatin-M precursor [Homo sapiens],15828.3,19478.6,5446.4,6008.0,12766.8,15415.6,9662.7,12047.6,5329.43033557047,13623.176741440377,9112.688615782667,10955.853090052971,6008.0,14489.693265306121,10876.409164086688,12390.26725468578
NP_001316719.1,glutathione peroxidase 3 isoform 2 precursor [Homo sapiens],688.3,1002.6,176.5,272.4,702.3,988.3,323.1,462.4,172.70939597315436,592.4093270365997,304.70879689521354,602.6800470865214,272.4,745.8116326530612,417.4484210526316,794.3447629547961
NP_001317135.1,migration and invasion enhancer 1 isoform 2 [Homo sapiens],66.6,70.7,60.2,71.4,73.0,75.7,78.6,92.6,58.907114093959734,57.32160566706021,74.12600258732212,62.64508534432019,71.4,52.59214285714286,83.5980185758514,60.84377067254687
NP_001327.2,cathepsin Z preproprotein [Homo sapiens],940.8,1384.8,806.5,1040.3,1126.7,1396.7,745.0,644.4,789.1791946308725,809.7322314049586,702.5937904269083,966.8796939376103,1040.3,1030.1216326530612,581.7555417956656,1122.5957001102538
NP_001335027.1,GDNF family receptor alpha-1 isoform a preproprotein [Homo sapiens],669.3,530.5,436.0,345.1,714.8,547.1,333.6,293.4,426.6362416107383,576.0563164108619,314.61112548512295,613.4069452619187,345.1,394.62704081632654,264.87752321981424,439.7308710033077
NP_001338930.1,neurotrimin isoform 5 precursor [Homo sapiens],51.6,0.0,69.2,0.0,63.3,0.0,61.0,0.0,67.71382550335571,44.41133412042503,57.52781371280725,54.32101236021189,0.0,0.0,0.0,0.0
NP_001343945.1,lysosomal acid phosphatase isoform 1x precursor [Homo sapiens],83.7,68.7,68.3,69.3,71.2,89.2,58.9,33.4,66.83315436241611,72.03931523022432,55.547347994825365,61.10041200706298,69.3,51.104387755102046,30.15306501547988,71.69437706725469
NP_001350162.1,phosphatidylethanolamine-binding protein 4 precursor [Homo sapiens],358.9,542.4,464.0,797.3,627.3,1129.0,569.2,1063.5,454.03489932885907,308.8997638724911,536.8005174644244,538.3186580341377,797.3,403.4791836734694,960.1133126934985,907.4321940463066
NP_001350475.1,N-acetylmuramoyl-L-alanine amidase isoform 2 precursor [Homo sapiens],424.1,542.6,201.5,260.0,482.5,600.8,391.7,507.1,197.1724832214765,365.01641086186544,369.4040103492885,414.0582695703355,260.0,403.6279591836735,457.802972136223,482.8921719955899
NP_001350617.1,NPC intracellular cholesterol transporter 2 isoform 1 precursor [Homo sapiens],4425.2,4949.9,2278.4,2313.8,4823.4,5419.3,2190.5,2258.9,2229.4679194630876,3808.702243211334,2065.8143596377754,4139.209652736904,2313.8,3682.119489795918,2039.3041486068114,4355.754906284455
NP_001352447.1,fibronectin isoform 13 precursor [Homo sapiens],1092.3,1819.8,1439.8,2463.4,1391.6,2200.5,1508.6,2491.8,1408.8781208053692,940.125974025974,1422.728848641656,1194.2041200706296,2463.4,1353.7083673469388,2249.5630959752325,1768.6488423373762
NP_001353298.1,DNA replication licensing factor MCM3 isoform 3 [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001354906.1,"signal peptide, CUB and EGF-like domain-containing protein 2 isoform 4 precursor [Homo sapiens]",361.5,388.4,496.5,456.9,365.1,385.8,419.9,520.3,485.83691275167786,311.1375442739079,395.99883570504534,313.31124190700416,456.9,288.9220408163265,469.71975232198145,310.08621830209484
NP_001355229.1,general transcription factor II-I repeat domain-containing protein 2A isoform 3 [Homo sapiens],146.2,350.2,155.3,379.7,53.7,197.0,268.5,628.7,151.9646979865772,125.83211334120423,253.2166882276844,46.08275456150677,379.7,260.50591836734696,567.5817956656348,158.33847850055128
NP_001356197.1,aggrecan core protein isoform 3 precursor [Homo sapiens],46.6,0.0,65.3,0.0,36.2,0.0,49.4,0.0,63.89758389261745,40.107910271546636,46.588098318240625,31.06509711595056,0.0,0.0,0.0,0.0
NP_001357587.1,biotinidase isoform 1 precursor [Homo sapiens],33.2,87.1,30.2,67.3,25.6,67.2,28.6,47.0,29.551409395973156,28.57473435655254,26.97205692108668,21.968687463213655,67.3,64.79173469387754,42.43095975232198,54.01190738699008
NP_001358649.1,mucin-1 isoform 22 precursor [Homo sapiens],229.8,376.4,337.9,443.1,228.7,319.6,418.4,606.8,330.64308724832216,197.78536009445102,394.58421733505827,196.25932901706886,443.1,279.99551020408165,547.8107739938081,256.878059536935
NP_001362207.1,complement factor I isoform 4 preproprotein [Homo sapiens],141.1,69.2,108.0,59.5,97.8,62.9,144.2,77.4,105.68053691275168,121.44262101534828,135.99197930142304,83.92725132430841,59.5,51.47632653061225,69.87566563467493,50.55578831312018
NP_001364459.1,deleted in malignant brain tumors 1 protein isoform e precursor [Homo sapiens],0.0,51.6,0.0,65.9,0.0,62.3,0.0,80.8,0.0,0.0,0.0,0.0,65.9,38.384081632653064,72.94513931888545,50.073539140022056
NP_001366295.1,"keratin, type I cytoskeletal 10 isoform 2 [Homo sapiens]",17328.5,16532.7,17385.3,18314.4,11288.7,10730.8,11492.2,10602.4,17011.9244295302,14914.376033057852,10838.051487710221,9687.418834608594,18314.4,12298.304387755103,9571.702291021673,8624.865711135611
NP_001366539.1,serine protease inhibitor Kazal-type 1 precursor [Homo sapiens],5874.2,6318.2,2975.6,3368.8,4938.0,5410.0,2710.7,2896.7,2911.694496644295,5055.834474616293,2556.4040103492885,4237.5538552089465,3368.8,4699.967142857143,2615.1013003095977,4348.280044101433
NP_001368852.1,aminopeptidase N [Homo sapiens],4032.5,4520.7,2680.1,3053.4,3631.6,4114.2,2153.8,2187.5,2622.5408053691276,3470.711334120425,2031.2033635187586,3116.4642731018243,3053.4,3362.847244897959,1974.8452012383902,3306.782579933848
NP_001369656.1,junctional adhesion molecule A isoform 7 precursor [Homo sapiens],437.0,473.5,238.3,279.5,403.6,482.0,174.6,206.8,233.18214765100674,376.1192443919717,164.6615782664942,346.3500882872278,279.5,352.22602040816327,186.69622291021673,387.406835722161
NP_001371088.1,fibulin-5 isoform 3 precursor [Homo sapiens],1128.5,860.3,1137.1,859.6,1297.4,1000.5,1101.4,812.7,1112.6790604026846,971.2827626918536,1038.7071151358346,1113.366215420836,859.6,639.9578571428572,733.6944891640868,804.1504961411247
NP_001371408.1,angiotensinogen precursor [Homo sapiens],25541.5,23466.0,6581.4,6018.5,16417.8,15345.8,5960.2,5293.8,6440.054496644295,21983.1800472255,5620.938939197931,14088.965509123012,6018.5,17455.8306122449,4779.17052631579,12334.16560088203
NP_001371601.1,alpha-1-antichymotrypsin precursor [Homo sapiens],10670.2,10725.7,5376.5,5422.9,8101.8,8393.8,6697.9,7079.5,5261.031543624162,9183.678630460448,6316.648253557569,6952.574690994703,5422.9,7978.607448979593,6391.276160990713,6746.505181918413
NP_001372655.1,resistin isoform b precursor [Homo sapiens],1481.6,1349.1,738.2,651.1,814.4,718.9,870.6,753.3,722.3460402684565,1275.1905548996458,821.0445019404917,698.8788699234843,651.1,1003.5652040816326,680.0689783281734,577.8148842337376
NP_001373231.1,antithrombin-III isoform 3 precursor [Homo sapiens],2933.9,2998.8,1372.1,1518.4,2381.0,2524.5,1549.1,1754.4,1342.6320805369128,2525.163046044864,1460.9235446313066,2043.2595644496762,1518.4,2230.7400000000002,1583.8484210526317,2029.063395810364
NP_001373983.1,extracellular sulfatase Sulf-2 isoform e precursor [Homo sapiens],541.7,642.5,735.0,893.7,658.8,807.5,653.8,807.5,719.2147651006712,466.2329397874853,616.5849935316947,565.3504414361389,893.7,477.9413265306123,729.0000000000001,649.0270121278942
NP_001374068.1,deoxyribonuclease-1 isoform 2 precursor [Homo sapiens],89.8,104.0,67.8,106.7,81.2,103.5,74.3,97.6,66.34389261744967,77.28949232585596,70.07076326002588,69.68193054738082,106.7,77.36326530612246,88.11195046439629,83.18798235942668
NP_001393.1,elongation factor 1-alpha 1 [Homo sapiens],0.0,181.1,0.0,191.7,0.0,201.5,0.0,136.7,0.0,0.0,0.0,0.0,191.7,134.71622448979593,123.41089783281734,161.95534729878722
NP_001395.1,elongation factor 1-gamma [Homo sapiens],0.0,35.1,0.0,21.3,0.0,29.9,0.0,19.6,0.0,0.0,0.0,0.0,21.3,26.11010204081633,17.694613003095977,24.032083792723263
NP_001433.1,"fatty acid-binding protein, adipocyte [Homo sapiens]",2227.8,2100.1,366.6,392.8,1231.1,1168.3,401.5,425.8,358.726711409396,1917.4335301062576,378.6461836998707,1056.4707474985285,392.8,1562.2172448979593,384.40643962848304,939.0195148842338
NP_001434.1,"fatty acid-binding protein, liver [Homo sapiens]",6586.5,6105.4,4870.2,4593.3,9509.6,9054.7,6680.4,6361.3,4765.605100671141,5668.900236127509,6300.144372574386,8160.680871100648,4593.3,4541.67,5742.894984520124,7277.702646085999
NP_001435.1,fatty acid-binding protein 5 [Homo sapiens],102.3,0.0,39.6,0.0,90.7,0.0,39.4,0.0,38.74953020134229,88.04805194805195,37.15730918499354,77.83437316068276,0.0,0.0,0.0,0.0
NP_001449.3,filamin-C isoform a [Homo sapiens],70.4,0.0,37.7,0.0,88.8,0.0,40.6,0.0,36.8903355704698,60.592207792207795,38.28900388098319,76.20388463802236,0.0,0.0,0.0,0.0
NP_001454.2,secreted frizzled-related protein 3 precursor [Homo sapiens],624.0,562.6,323.7,329.1,596.3,548.9,381.2,305.2,316.7480536912752,537.0672963400236,359.5016817593791,511.7159505591524,329.1,418.50551020408165,275.5304024767802,441.177618522602
NP_001544.1,insulin-like growth factor-binding protein 7 isoform 1 precursor [Homo sapiens],104.4,117.8,147.4,138.8,95.8,94.6,116.1,118.9,144.2343624161074,89.85548996458088,109.49146183699871,82.21094761624485,138.8,87.62877551020408,107.34130030959754,76.03461962513782
NP_001613.2,alpha-2-HS-glycoprotein isoform 2 preproprotein [Homo sapiens],71339.8,63212.3,16319.6,16907.6,42331.4,38538.1,13592.7,14928.3,15969.111946308725,61401.07933884298,12818.988745148774,36326.76939376104,16907.6,47022.21091836735,13477.065882352941,30974.944762954798
NP_001624.1,protein AMBP preproprotein [Homo sapiens],84975.0,88893.0,44602.1,47739.3,98926.1,88815.8,32968.1,35023.4,43644.20255033557,73136.68831168831,31091.51992238034,84893.61612713362,47739.3,66125.50714285714,31618.648421052636,71385.57684674753
NP_001633.1,amyloid-like protein 2 isoform 1 precursor [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001634.1,apolipoprotein A-II preproprotein [Homo sapiens],360.1,166.0,136.3,61.2,262.5,117.2,290.5,134.9,133.37275167785236,309.932585596222,273.96442432082796,225.26486168334316,61.2,123.48367346938777,121.78588235294119,94.19933847850056
NP_001638.1,apolipoprotein D precursor [Homo sapiens],4735.2,5428.0,5063.9,5932.6,5174.7,5862.8,8268.4,9491.8,4955.14510067114,4075.5145218417942,7797.753686934024,4440.67839905827,5932.6,4037.7673469387755,8569.06773993808,4712.217420066153
NP_001701.2,complement factor B preproprotein [Homo sapiens],1416.4,306.0,772.0,203.9,810.2,222.4,860.4,207.4,755.420134228188,1219.0739079102716,811.4250970245796,695.274632136551,203.9,227.62653061224492,187.23789473684212,178.75369349503862
NP_001729.1,carbonic anhydrase 1 isoform a [Homo sapiens],1988.8,2408.0,1167.9,1442.1,6424.0,7720.5,3897.3,4430.7,1142.8175838926177,1711.72987012987,3675.461448900389,5512.767510300177,1442.1,1791.257142857143,3999.9756037151706,6205.3412348401325
NP_001747.3,corticosteroid-binding globulin precursor [Homo sapiens],536.2,589.8,376.7,458.6,441.4,520.3,613.1,760.7,368.6097986577181,461.49917355371906,578.2016817593792,378.78822836962917,458.6,438.7389795918367,686.7495975232199,418.190407938258
NP_001760.1,CD9 antigen isoform 1 [Homo sapiens],567.7,729.1,575.3,810.6,503.4,659.6,553.4,763.3,562.9445637583892,488.6107438016529,521.899870633894,431.99364331959976,810.6,542.3611224489796,689.0968421052631,530.1525909592062
NP_001783.2,cadherin-2 isoform 1 preproprotein [Homo sapiens],104.0,57.5,93.4,61.8,101.7,80.9,88.1,56.5,91.39409395973155,89.5112160566706,83.08525226390687,87.27404355503238,61.8,42.77295918367347,51.00743034055728,65.02326350606396
NP_001805.4,dipeptidyl peptidase 1 isoform a preproprotein [Homo sapiens],0.0,319.6,0.0,132.1,0.0,175.0,0.0,115.4,0.0,0.0,0.0,0.0,132.1,237.74326530612248,104.18154798761611,140.65600882028667
NP_001810.2,secretogranin-1 precursor [Homo sapiens],50.0,95.7,61.2,97.6,78.6,79.8,79.1,133.2,59.885637583892624,43.03423848878394,74.59754204398448,67.45073572689817,97.6,71.18908163265307,120.25114551083591,64.13914002205073
NP_001822.3,clusterin preproprotein [Homo sapiens],3568.8,4097.9,4164.8,4600.3,3038.4,3166.3,3973.0,4708.8,4075.3546308724835,3071.611806375443,3746.852522639069,2607.4085932901708,4600.3,3048.3358163265307,4251.040495356037,2544.9092613009925
NP_001823.1,colipase isoform 1 preproprotein [Homo sapiens],52.6,418.5,20.8,172.7,43.9,330.8,25.8,156.7,20.353288590604027,45.27201889020071,24.331435963777494,37.67286639199529,172.7,311.31275510204085,141.4666253869969,265.8800441014333
NP_001837.2,collagen alpha-2(IV) chain preproprotein [Homo sapiens],450.4,350.9,399.8,320.4,434.8,372.1,646.4,527.0,391.21369127516783,387.6524203069657,609.6062095730919,373.1244261330194,320.4,261.0266326530612,475.7684210526316,299.074862183021
NP_001839.2,collagen alpha-1(VI) chain precursor [Homo sapiens],4135.2,3975.7,3660.8,3846.3,4058.2,3725.0,3804.2,3594.4,3582.178791946309,3559.103659976387,3587.660802069858,3482.551854031783,3846.3,2957.4339795918368,3244.975356037152,2993.9636163175305
NP_001840.3,collagen alpha-2(VI) chain isoform 2C2 precursor [Homo sapiens],261.1,125.0,232.7,115.0,259.2,115.7,315.6,132.3,227.70241610738256,224.72479338842976,297.6357050452782,222.43296056503826,115.0,92.98469387755102,119.43863777089786,92.99371554575525
NP_001846.3,collagen alpha-1(XV) chain precursor [Homo sapiens],294.7,150.0,234.0,117.0,167.8,89.0,135.2,100.8,228.97449664429533,253.64380165289256,127.50426908150065,143.99788110653327,117.0,111.58163265306123,91.00086687306502,71.53362734288865
NP_001859.1,carboxypeptidase A1 preproprotein [Homo sapiens],0.0,96.7,0.0,43.8,0.0,108.2,0.0,129.7,0.0,0.0,0.0,0.0,43.8,71.93295918367347,117.09139318885448,86.96560088202868
NP_001864.1,carboxypeptidase E preproprotein [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001888.2,chondroitin sulfate proteoglycan 4 precursor [Homo sapiens],969.0,631.2,965.5,689.3,758.5,538.9,719.2,575.9,944.7644295302014,834.0035419126328,678.2623544631308,650.9081812831078,689.3,469.5355102040817,519.9146749226006,433.1401323042999
NP_001892.2,CCN family member 2 precursor [Homo sapiens],254.8,302.4,123.3,135.4,346.6,394.1,171.6,180.2,120.65194630872483,219.302479338843,161.83234152652008,297.43543260741615,135.4,224.94857142857143,162.6821052631579,316.75733186328563
NP_001899.1,cathepsin B isoform 1 preproprotein [Homo sapiens],1228.0,1395.7,963.3,979.6,1403.7,1443.4,973.4,987.8,942.611677852349,1056.9208972845336,917.9930142302718,1204.5877575044144,979.6,1038.2298979591837,891.7723839009288,1160.1307607497245
NP_001924.2,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial isoform 1 precursor [Homo sapiens]",215.8,97.4,222.4,101.0,250.7,106.8,273.0,96.8,217.62362416107385,185.7357733175915,257.46054333764556,215.1386698057681,101.0,72.45367346938777,87.38972136222911,85.84035281146637
NP_001926.2,dipeptidyl peptidase 4 isoform 1 [Homo sapiens],3904.2,3586.8,3223.5,2931.8,4623.5,4232.2,2267.0,2101.3,3154.270469798658,3360.2854781582055,2137.9598965071154,3967.6650971159506,2931.8,2668.1400000000003,1897.0250154798764,3401.6249173098126
NP_001928.2,dermatopontin precursor [Homo sapiens],5676.8,6253.2,5278.6,5795.5,4310.1,4752.6,5571.9,6132.7,5165.2340939597325,4885.935301062574,5254.741397153946,3698.72030606239,5795.5,4651.615102040816,5536.518018575852,3819.8957001102544
NP_001934.2,desmoglein-2 preproprotein [Homo sapiens],189.5,117.5,83.3,53.7,164.9,102.1,75.5,43.1,81.5110067114094,163.09976387249114,71.20245795601554,141.50924072984108,53.7,87.40561224489797,38.91009287925697,82.06273428886439
NP_001968.3,glutamyl aminopeptidase isoform 1 [Homo sapiens],1204.3,1369.7,600.5,813.0,777.0,938.9,448.8,746.7,587.6033557046981,1036.52266824085,423.2538163001294,666.7839905826957,813.0,1018.8890816326532,674.1105882352942,754.6395810363838
NP_001990.2,fibrillin-2 precursor [Homo sapiens],440.1,840.1,616.0,1217.8,477.3,1018.2,385.7,768.8,602.7704697986577,378.78736717827627,363.7455368693403,409.5958799293702,1217.8,624.931530612245,694.0621671826625,818.3768467475194
NP_002007.1,filaggrin [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_002067.1,N-acetylglucosamine-6-sulfatase precursor [Homo sapiens],3999.8,3467.2,3218.7,2818.3,4378.6,3787.6,3280.7,2887.3,3149.5735570469797,3442.5669421487605,3093.958990944373,3757.503708063567,2818.3,2579.172244897959,2606.6151083591335,3044.278280044102
NP_002072.2,glypican-1 precursor [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_002078.1,progranulin precursor [Homo sapiens],384.6,504.2,372.1,505.9,449.2,503.4,357.0,488.8,364.1085906040269,331.01936245572614,336.6791720569211,385.4818128310771,505.9,375.0630612244898,441.2819814241487,404.6070562293275
NP_002169.1,insulin-like growth factor-binding protein 6 precursor [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_002209.2,inter-alpha-trypsin inhibitor heavy chain H4 isoform 1 precursor [Homo sapiens],5701.3,6007.9,1881.9,2068.3,1766.4,1893.6,650.9,714.8,1841.4833557046982,4907.022077922078,613.8500646830531,1515.8394349617422,2068.3,4469.14193877551,645.3117027863777,1521.9783902976847
NP_002258.2,importin subunit alpha-4 [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_002266.3,"keratin, type I cytoskeletal 15 [Homo sapiens]",108.2,0.0,82.2,0.0,83.5,0.0,100.3,0.0,80.43463087248323,93.12609208972846,94.59081500646832,71.65567981165391,0.0,0.0,0.0,0.0
NP_002278.2,leukocyte-associated immunoglobulin-like receptor 1 isoform a precursor [Homo sapiens],443.3,445.5,322.0,329.7,512.9,519.9,264.6,243.6,315.08456375838927,381.54155844155844,249.53868046571804,440.1460859329017,329.7,331.39744897959184,219.91876160990714,417.86890848952595
NP_002308.2,protein-lysine 6-oxidase isoform 1 preproprotein [Homo sapiens],2215.5,2488.3,556.3,613.5,516.8,573.2,107.3,120.2,544.3526174496644,1906.8471074380166,101.19236739974127,443.4928781636256,613.5,1850.9905102040818,108.5149226006192,460.70871003307616
NP_002336.1,lumican precursor [Homo sapiens],6972.8,6827.2,2919.9,3173.8,5887.5,5817.2,2871.3,4273.2,2857.190738255034,6001.382762691854,2707.862483829237,5052.369040612125,3173.8,5078.600816326531,3857.7867492260066,4675.5664829106945
NP_002347.5,myristoylated alanine-rich C-kinase substrate [Homo sapiens],127.7,215.3,87.7,133.4,143.7,240.4,134.9,172.6,85.8165100671141,109.90944510035419,127.22134540750325,123.31642142436726,133.4,160.15683673469388,155.82092879256967,193.22116868798238
