Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Intensity: F1: 126  Sample  DGN,Intensity: F1: 127N  Sample  DGD,Intensity: F1: 127C  Sample  CA4N,Intensity: F1: 128N  Sample  CA4D,Intensity: F1: 128C  Sample  CA3N,Intensity: F1: 129N  Sample  CA3D,Intensity: F1: 129C  Sample  CA2N,Intensity: F1: 130N  Sample  CA2D,Intensity: F1: 130C  Sample  CA1N,Intensity: F1: 131  Sample  CA1D,Found in Sample: [S1] F1: 126  Sample  DGN,Found in Sample: [S2] F1: 127N  Sample  DGD,Found in Sample: [S3] F1: 127C  Sample  CA4N,Found in Sample: [S4] F1: 128N  Sample  CA4D,Found in Sample: [S5] F1: 128C  Sample  CA3N,Found in Sample: [S6] F1: 129N  Sample  CA3D,Found in Sample: [S7] F1: 129C  Sample  CA2N,Found in Sample: [S8] F1: 130N  Sample  CA2D,Found in Sample: [S9] F1: 130C  Sample  CA1N,Found in Sample: [S10] F1: 131  Sample  CA1D,Modifications,normalized Intensity: F1: 129N  Sample  CA3D,normalized Intensity: F1: 130C  Sample  CA1N,normalized Intensity: F1: 126  Sample  DGN,normalized Intensity: F1: 127C  Sample  CA4N,normalized Intensity: F1: 127N  Sample  DGD,normalized Intensity: F1: 128C  Sample  CA3N,normalized Intensity: F1: 128N  Sample  CA4D,normalized Intensity: F1: 129C  Sample  CA2N
False,High,IsMasterProtein,NP_001092.1,"ACTB#60#actin, cytoplasmic 1 [Homo sapiens]",0.0,90.732,39,10,51,7,1,375,41.7,5.48,638.0,97.38,10.0,10.0,4,473.7,443.0,241.3,423.7,421.8,355.6,546.9,462.1,620.1,755.6,High,High,High,High,High,High,High,High,High,High,0.0,260.63863636363635,201.24,152.76825,241.3,263.95842956120094,160.03588235294117,236.10064794816415,168.37732696897373
False,High,IsMasterProtein,NP_001092006.1,USP5#8078#ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens],0.008,1.6,2,1,1,1,1,858,95.7,5.03,13.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001092755.1,PTMA#5757#prothymosin alpha isoform 1 [Homo sapiens],0.007,3.049,13,1,1,1,1,111,12.2,3.78,29.0,0.0,1.0,0.0,0,43.2,19.4,10.8,24.3,28.8,18.6,32.9,22.0,34.0,48.2,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],13.632954545454545,11.033962264150944,13.932000000000002,10.8,11.559353348729791,10.927058823529412,13.540820734341255,10.129116945107398
False,High,IsMasterProtein,NP_001095868.1,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens],0.0,6.697,6,3,5,3,1,636,71.2,8.13,20.0,7.66,2.0,3.0,0,47.1,20.0,17.9,30.8,42.3,14.0,50.8,26.5,39.9,49.0,High,High,High,High,High,High,High,High,High,High,0.0,10.261363636363637,12.948679245283017,15.18975,17.9,11.91685912240185,16.04911764705882,17.16285097192225,15.640095465393795
False,High,IsMasterProtein,NP_001119522.1,HDGF#3068#hepatoma-derived growth factor isoform b [Homo sapiens],0.003,5.146,4,1,2,1,1,256,28.2,4.79,44.0,3.26,1.0,1.0,0,8.9,2.2,0.0,5.8,51.1,2.8,63.7,8.1,38.2,56.0,High,High,Not Found,High,High,High,High,High,High,High,0.0,2.0522727272727272,12.396981132075473,2.8702500000000004,0.0,1.3108545034642034,19.387941176470587,3.231965442764579,19.61169451073986
False,High,IsMasterProtein,NP_001119653.1,NRGN#4900#neurogranin [Homo sapiens],0.006,2.532,18,1,2,1,1,78,7.6,7.87,37.0,2.72,1.0,1.0,0,49.6,21.5,8.6,22.7,25.1,13.3,29.9,23.7,30.3,25.1,High,High,High,High,High,High,High,High,High,High,0.0,9.748295454545454,9.833207547169811,15.996,8.6,12.810623556581987,9.523235294117647,12.649244060475162,9.205489260143198
False,Medium,IsMasterProtein,NP_001122060.3,SLC14A1#6563#urea transporter 1 isoform 1 [Homo sapiens],0.045,1.296,2,1,1,1,1,445,48.3,6.54,0.0,0.0,1.0,0.0,0,46.8,36.5,7.0,37.5,41.4,22.9,52.5,37.5,48.2,76.2,High,High,High,High,High,High,High,High,High,High,0.0,16.784659090909088,15.642264150943396,15.093,7.0,21.74826789838337,15.707647058823529,20.896328293736502,16.163484486873507
False,High,IsMasterProtein,NP_001122306.1,PLP1#5354#myelin proteolipid protein isoform 1 [Homo sapiens],0.0,27.859,15,4,14,4,1,277,30.1,8.35,153.0,23.59,4.0,4.0,0,197.4,143.3,78.3,306.5,280.5,259.4,302.9,333.6,247.5,800.9,High,High,High,High,High,High,High,High,High,High,0.0,190.12840909090906,80.32075471698113,63.661500000000004,78.3,85.38429561200925,106.425,170.79265658747303,93.25560859188543
False,High,IsMasterProtein,NP_001123475.1,SYNPR#132204#synaptoporin isoform 1 [Homo sapiens],0.009,1.666,5,1,1,1,1,285,31.3,6.54,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001124384.1,SUGT1#10910#protein SGT1 homolog isoform B [Homo sapiens],0.007,2.712,3,1,1,1,1,365,41.0,5.16,22.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001129172.1,YWHAZ#7534#14-3-3 protein zeta/delta [Homo sapiens],0.0,42.94,42,10,24,8,1,245,27.7,4.79,181.0,43.2,10.0,10.0,2,348.6,266.4,152.1,267.2,435.2,190.2,582.1,304.3,541.2,646.2,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],139.40795454545452,175.63471698113207,112.4235,152.1,158.7325635103926,165.11999999999998,148.89330453563716,179.2145584725537
False,High,IsMasterProtein,NP_001138303.1,PHB2#11331#prohibitin-2 isoform 1 [Homo sapiens],0.0,10.226,12,4,7,4,1,299,33.3,9.83,33.0,7.5,4.0,3.0,0,108.5,63.8,31.7,65.5,106.8,53.4,128.8,71.6,122.6,136.8,High,High,High,High,High,High,High,High,High,High,0.0,39.13977272727272,39.78716981132075,34.99125,31.7,38.0147806004619,40.52117647058823,36.49892008639309,39.65441527446301
False,High,IsMasterProtein,NP_001138986.1,SCRN1#9805#secernin-1 isoform b [Homo sapiens],0.0,6.904,4,2,3,2,1,434,48.7,4.78,45.0,6.1,1.0,2.0,0,103.9,76.6,33.7,82.6,65.1,63.7,73.6,80.0,82.9,145.5,High,High,High,High,High,High,High,High,High,High,0.0,46.689204545454544,26.903396226415094,33.50775,33.7,45.64157043879908,24.699705882352937,46.02764578833693,22.659665871121717
False,High,IsMasterProtein,NP_001143.2,SLC25A5#292#ADP/ATP translocase 2 [Homo sapiens],0.0,5.56,5,2,4,2,1,298,32.8,9.69,24.0,5.07,2.0,2.0,0,131.4,99.6,50.7,83.9,100.1,78.9,119.5,87.7,148.2,133.1,High,High,High,High,High,High,High,High,High,High,0.0,57.830113636363635,48.095094339622634,42.3765,50.7,59.3459584295612,37.97911764705882,46.75205183585314,36.79116945107398
False,High,IsMasterProtein,NP_001145.1,ANXA5#308#annexin A5 [Homo sapiens],0.003,5.099,6,2,3,2,1,320,35.9,5.05,61.0,3.12,2.0,1.0,0,48.1,33.6,15.7,36.5,116.7,21.4,119.4,42.3,89.7,128.4,High,High,High,High,High,High,High,High,High,High,0.0,15.685227272727271,29.110188679245283,15.512250000000002,15.7,20.020323325635108,44.27735294117647,20.3390928725702,36.76038186157518
False,High,IsMasterProtein,NP_001146.2,ANXA6#309#annexin A6 isoform 1 [Homo sapiens],0.003,4.844,3,2,3,2,1,673,75.8,5.6,44.0,3.07,2.0,1.0,0,47.2,32.0,16.7,30.8,26.3,24.0,37.1,31.5,34.6,57.9,High,High,High,High,High,High,High,High,High,High,0.0,17.59090909090909,11.228679245283018,15.222000000000001,16.7,19.066974595842957,9.978529411764706,17.16285097192225,11.42219570405728
False,High,IsMasterProtein,NP_001152759.1,TPI1#7167#triosephosphate isomerase isoform 2 [Homo sapiens],0.0,16.199,18,4,10,4,1,286,30.8,5.92,110.0,20.16,4.0,4.0,0,92.3,50.4,42.6,75.8,96.1,45.1,114.7,70.9,100.5,137.8,High,High,High,High,High,High,High,High,High,High,0.0,33.05625,32.61509433962264,29.76675,42.6,30.030484988452656,36.461470588235294,42.23844492440605,35.313365155131265
False,High,IsMasterProtein,NP_001158886.1,LDHA#3939#L-lactate dehydrogenase A chain isoform 3 [Homo sapiens],0.0,6.84,7,2,4,2,1,361,39.8,8.43,57.0,7.8,2.0,2.0,0,69.1,40.3,19.2,43.5,54.4,31.4,56.9,56.3,65.7,75.0,High,High,High,High,High,High,High,High,High,High,0.0,23.014772727272724,21.321509433962262,22.28475,19.2,24.01247113163972,20.639999999999997,24.239740820734344,17.518138424821004
False,High,IsMasterProtein,NP_001165131.1,CYB5R3#1727#NADH-cytochrome b5 reductase 3 isoform 3 [Homo sapiens],0.003,5.236,4,1,6,1,1,334,38.2,6.9,22.0,7.83,1.0,1.0,0,53.8,30.3,24.9,31.7,42.1,30.9,53.3,34.2,58.6,61.8,High,High,High,High,High,High,High,High,High,High,0.0,22.64829545454545,19.017358490566036,17.3505,24.9,18.0540415704388,15.973235294117647,17.664362850971923,16.40978520286396
False,High,IsMasterProtein,NP_001166925.1,"PDHA1#5160#pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial isoform 2 precursor [Homo sapiens]",0.009,1.732,2,1,2,1,1,428,47.5,8.54,0.0,2.33,1.0,1.0,0,78.8,41.9,19.5,41.1,44.5,28.2,62.6,41.8,56.5,72.6,High,High,High,High,High,High,High,High,High,High,0.0,20.66931818181818,18.335849056603774,25.413,19.5,24.96581986143187,16.883823529411764,22.902375809935208,19.273031026252983
False,High,IsMasterProtein,NP_001173.2,ALDH7A1#501#alpha-aminoadipic semialdehyde dehydrogenase isoform 1 precursor [Homo sapiens],0.006,2.513,3,1,2,1,1,539,58.5,7.99,0.0,2.83,1.0,1.0,0,21.3,13.3,11.2,13.5,15.0,11.5,18.4,18.2,23.3,27.4,High,High,High,High,High,High,High,High,High,High,0.0,8.428977272727272,7.561509433962264,6.86925,11.2,7.92471131639723,5.6911764705882355,7.522678185745141,5.664916467780429
False,High,IsMasterProtein,NP_001180262.1,CORO1A#11151#coronin-1A [Homo sapiens],0.008,3.382,3,1,4,1,1,461,51.0,6.68,85.0,7.39,1.0,1.0,0,27.5,8.5,3.7,11.9,25.5,8.2,36.3,12.7,22.4,27.1,High,High,High,High,High,High,High,High,High,High,0.0,6.010227272727272,7.26943396226415,8.86875,3.7,5.064665127020786,9.674999999999999,6.63110151187905,11.175894988066824
False,High,IsMasterProtein,NP_001180500.1,CSRP1#1465#cysteine and glycine-rich protein 1 isoform 1 [Homo sapiens],0.009,1.533,8,1,2,1,1,193,20.6,8.57,15.0,1.81,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001184222.1,DPYSL2#1808#dihydropyrimidinase-related protein 2 isoform 1 [Homo sapiens],0.0,60.301,25,13,32,11,1,677,73.5,6.35,345.0,55.34,13.0,12.0,3,375.9,275.0,158.3,357.9,319.6,257.9,368.6,361.2,408.5,517.1,High,High,High,High,High,High,High,High,High,High,0.0,189.02897727272725,132.56981132075472,121.22775,158.3,163.85681293302542,121.26,199.43455723542118,113.48305489260144
False,High,IsMasterProtein,NP_001185498.1,ATP6V0C#527#V-type proton ATPase 16 kDa proteolipid subunit [Homo sapiens],0.009,1.813,5,1,2,1,1,155,15.7,8.44,0.0,1.66,1.0,1.0,0,16.8,6.6,1.6,14.9,16.4,3.2,20.9,15.9,23.4,14.4,High,High,High,High,High,High,High,High,High,High,0.0,2.3454545454545452,7.593962264150942,5.418,1.6,3.9325635103926095,6.22235294117647,8.302807775377971,6.434606205250597
False,High,IsMasterProtein,NP_001186040.1,"MDH1#4190#malate dehydrogenase, cytoplasmic isoform 2 [Homo sapiens]",0.0,7.992,7,3,6,3,1,352,38.6,7.71,61.0,7.69,3.0,3.0,0,94.5,62.3,32.2,51.8,76.3,45.1,86.3,61.4,96.0,95.2,High,High,High,High,High,High,High,High,High,High,0.0,33.05625,31.154716981132076,30.47625,32.2,37.121016166281755,28.94911764705882,28.864794816414687,26.569689737470167
False,High,IsMasterProtein,NP_001186143.1,STMN2#11075#stathmin-2 isoform 1 [Homo sapiens],0.008,3.454,5,1,2,1,1,187,21.8,7.15,35.0,2.91,1.0,1.0,0,47.2,34.5,21.9,28.9,33.6,29.0,41.8,25.9,43.0,50.9,High,High,High,High,High,High,High,High,High,High,0.0,21.255681818181817,13.954716981132075,15.222000000000001,21.9,20.55658198614319,12.748235294117647,16.104103671706266,12.869212410501193
False,High,IsMasterProtein,NP_001186284.1,RPL17-C18orf32#100526842#RPL17-C18orf32 protein isoform 1 [Homo sapiens],0.002,3.751,4,1,2,1,1,228,26.4,10.1,18.0,2.85,1.0,1.0,0,48.9,22.6,14.9,22.6,60.7,20.2,69.1,29.2,58.7,72.1,High,High,High,High,High,High,High,High,High,High,0.0,14.805681818181817,19.049811320754717,15.77025,14.9,13.466050808314089,23.03029411764706,12.593520518358533,21.274224343675417
False,High,IsMasterProtein,NP_001193594.1,IGSF8#93185#immunoglobulin superfamily member 8 precursor [Homo sapiens],0.0,5.82,4,2,3,2,1,613,65.0,8.0,54.0,3.2,2.0,1.0,0,60.6,15.1,22.2,31.6,45.1,19.8,59.4,47.9,51.4,50.2,High,High,High,High,High,High,High,High,High,High,0.0,14.5125,16.68075471698113,19.5435,22.2,8.997228637413395,17.111470588235292,17.608639308855295,18.28782816229117
False,High,IsMasterProtein,NP_001229536.1,NCAM1#4684#neural cell adhesion molecule 1 isoform 5 precursor [Homo sapiens],0.003,4.818,4,3,6,3,1,884,97.3,4.93,19.0,8.15,3.0,3.0,0,52.2,37.6,13.7,29.8,33.3,26.5,47.8,41.3,41.5,52.1,High,High,High,High,High,High,High,High,High,High,0.0,19.423295454545453,13.467924528301886,16.834500000000002,13.7,22.403695150115475,12.634411764705881,16.605615550755942,14.716467780429594
False,High,IsMasterProtein,NP_001230106.1,ALDOA#226#fructose-bisphosphate aldolase A isoform 2 [Homo sapiens],0.0,33.599,15,7,18,6,1,418,45.2,8.25,154.0,29.5,7.0,7.0,1,356.2,247.6,124.1,253.7,298.0,189.8,368.6,276.8,346.9,452.8,High,High,High,High,High,High,High,High,High,High,0.0,139.11477272727274,112.57886792452828,114.8745,124.1,147.53071593533488,113.06470588235294,141.370626349892,113.48305489260144
False,High,IsMasterProtein,NP_001238968.1,RAB5C#5878#ras-related protein Rab-5C isoform b [Homo sapiens],0.007,2.269,5,1,2,1,1,249,27.0,8.66,37.0,3.03,1.0,1.0,0,42.8,19.5,11.8,26.2,22.1,16.8,31.9,27.5,27.6,34.9,High,High,High,High,High,High,High,High,High,High,0.0,12.313636363636363,8.956981132075471,13.802999999999999,11.8,11.618937644341802,8.385,14.599568034557237,9.821241050119331
False,High,IsMasterProtein,NP_001238978.1,PCMT1#5110#protein-L-isoaspartate(D-aspartate) O-methyltransferase isoform 2 [Homo sapiens],0.007,2.834,3,1,2,1,1,286,30.3,6.73,20.0,2.11,1.0,1.0,0,56.7,26.8,21.8,31.8,34.2,23.7,44.5,27.6,46.4,43.2,High,High,High,High,High,High,High,High,High,High,0.0,17.371022727272727,15.05811320754717,18.28575,21.8,15.968591224018477,12.975882352941177,17.720086393088554,13.700477326968974
False,High,IsMasterProtein,NP_001243143.1,ATP1A3#478#sodium/potassium-transporting ATPase subunit alpha-3 isoform 3 [Homo sapiens],0.0,73.291,17,14,38,4,1,1026,113.0,5.38,486.0,65.22,14.0,14.0,9,603.9,410.1,220.1,447.3,440.8,341.5,553.4,471.0,568.9,683.5,High,High,High,High,High,High,High,High,High,High,0.0,250.30397727272725,184.62415094339622,194.75775,220.1,244.35519630484993,167.24470588235295,249.251403887689,170.37852028639617
False,High,IsMasterProtein,NP_001244957.1,TKT#7086#transketolase isoform 2 [Homo sapiens],0.0,22.198,15,6,12,6,1,631,68.8,7.52,63.0,19.97,6.0,6.0,0,82.6,49.3,32.1,52.3,85.2,40.6,109.3,51.4,104.4,125.3,High,High,High,High,High,High,High,High,High,High,0.0,29.757954545454545,33.88075471698113,26.6385,32.1,29.375057736720553,32.32588235294118,29.143412526997842,33.650835322195704
False,High,IsMasterProtein,NP_001245218.1,SELENBP1#8991#methanethiol oxidase isoform 3 [Homo sapiens],0.008,1.625,2,1,2,1,1,514,56.8,6.48,0.0,2.53,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,Medium,IsMasterProtein,NP_001257376.1,"ACADVL#37#very long-chain specific acyl-CoA dehydrogenase, mitochondrial isoform 3 [Homo sapiens]",0.043,1.384,2,1,2,1,1,678,72.9,8.75,37.0,3.05,1.0,1.0,0,31.0,15.6,8.8,14.4,38.3,6.8,44.1,12.8,39.6,50.1,High,High,High,High,High,High,High,High,High,High,0.0,4.9840909090909085,12.851320754716982,9.9975,8.8,9.295150115473442,14.531470588235292,8.024190064794817,13.577326968973749
False,High,IsMasterProtein,NP_001258535.1,BASP1#10409#brain acid soluble protein 1 [Homo sapiens],0.0,8.269,18,3,6,3,1,227,22.7,4.63,115.0,7.71,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001258898.1,HSP90AB1#3326#heat shock protein HSP 90-beta isoform a [Homo sapiens],0.0,57.656,20,12,30,2,1,724,83.2,5.03,334.0,51.98,11.0,12.0,8,405.3,209.8,158.5,244.0,541.7,190.6,651.6,275.9,536.4,706.9,High,High,High,High,High,High,High,High,High,High,0.0,139.70113636363635,174.07698113207545,130.70925,158.5,125.00785219399539,205.52735294117647,135.96544276457885,200.61193317422436
False,High,IsMasterProtein,NP_001265393.1,DNM1L#10059#dynamin-1-like protein isoform 5 [Homo sapiens],0.008,1.987,1,1,1,1,1,749,83.3,7.08,30.0,0.0,1.0,0.0,0,16.3,8.4,7.4,12.4,8.6,8.2,14.1,12.0,19.0,16.8,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],6.010227272727272,6.166037735849057,5.25675,7.4,5.005080831408777,3.262941176470588,6.909719222462204,4.341050119331742
False,High,IsMasterProtein,NP_001268425.1,PHB#5245#prohibitin isoform 1 [Homo sapiens],0.0,10.216,18,4,8,4,1,272,29.8,5.76,37.0,10.9,4.0,4.0,0,78.5,51.2,33.0,45.0,66.7,43.4,101.7,63.8,101.7,119.6,High,High,High,High,High,High,High,High,High,High,0.0,31.81022727272727,33.00452830188679,25.31625,33.0,30.507159353348733,25.306764705882355,25.075593952483803,31.310978520286397
False,High,IsMasterProtein,NP_001269633.1,PDIA6#10130#protein disulfide-isomerase A6 isoform a [Homo sapiens],0.008,3.64,3,1,2,1,1,492,53.9,5.33,28.0,3.41,1.0,1.0,0,14.5,9.0,8.0,10.7,18.1,7.3,22.9,11.5,16.8,24.4,High,High,High,High,High,High,High,High,High,High,0.0,5.350568181818182,5.452075471698113,4.6762500000000005,8.0,5.362586605080832,6.86735294117647,5.9624190064794815,7.05035799522673
False,High,IsMasterProtein,NP_001273166.1,"SLC2A14#144195#solute carrier family 2, facilitated glucose transporter member 14 isoform d [Homo sapiens]",0.009,1.879,1,1,2,1,1,535,58.2,7.23,0.0,2.02,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001274271.1,PHPT1#29085#14 kDa phosphohistidine phosphatase isoform 4 [Homo sapiens],0.008,3.64,16,1,1,1,1,127,14.0,5.77,40.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001275582.1,CLTC#1213#clathrin heavy chain 1 isoform 2 [Homo sapiens],0.0,13.853,4,6,10,6,1,1679,191.9,5.69,60.0,10.5,6.0,4.0,0,173.6,93.0,57.3,91.6,129.6,65.3,179.2,97.8,175.7,174.6,High,High,High,High,High,High,High,High,High,High,0.0,47.861931818181816,57.01962264150943,55.986,57.3,55.413394919168596,49.171764705882346,51.0427645788337,55.171360381861575
False,Medium,IsMasterProtein,NP_001275905.1,XRCC6#2547#X-ray repair cross-complementing protein 6 isoform 1 [Homo sapiens],0.042,1.328,1,1,1,1,1,609,69.8,6.64,0.0,0.0,0.0,1.0,0,7.4,2.5,2.9,6.0,83.1,0.0,100.8,7.8,64.3,87.9,High,High,High,High,High,Not Found,High,High,High,High,0.0,0.0,20.867169811320753,2.3865000000000003,2.9,1.4896073903002311,31.52911764705882,3.3434125269978408,31.033890214797136
False,High,IsMasterProtein,NP_001276052.1,TUBB4A#10382#tubulin beta-4A chain isoform 1 [Homo sapiens],0.0,57.06,27,11,42,3,1,495,54.4,5.02,396.0,72.61,11.0,11.0,10,519.2,389.9,236.2,391.0,380.9,345.7,502.8,422.4,581.0,649.9,High,High,High,High,High,High,High,High,High,High,0.0,253.38238636363633,188.55094339622642,167.442,236.2,232.319168591224,144.51794117647057,217.87904967602594,154.8
False,High,IsMasterProtein,NP_001276718.1,GPI#2821#glucose-6-phosphate isomerase isoform 3 [Homo sapiens],0.007,3.066,3,2,3,2,1,597,67.2,8.97,17.0,2.31,2.0,1.0,0,48.2,31.6,23.5,31.0,44.9,27.5,53.3,31.9,48.9,61.2,High,High,High,High,High,High,High,High,High,High,0.0,20.15625,15.86943396226415,15.544500000000001,23.5,18.828637413394922,17.035588235294117,17.27429805615551,16.40978520286396
False,High,IsMasterProtein,NP_001284505.1,PEA15#8682#astrocytic phosphoprotein PEA-15 isoform a [Homo sapiens],0.002,3.788,7,1,2,1,1,151,17.3,4.89,33.0,3.2,1.0,1.0,0,44.1,33.2,13.5,24.4,20.7,22.2,28.3,27.6,28.6,46.3,High,High,High,High,High,High,High,High,High,High,0.0,16.271590909090907,9.281509433962265,14.22225,13.5,19.78198614318707,7.853823529411764,13.596544276457884,8.712887828162291
False,Low,IsMasterProtein,NP_001287758.1,CIRBP#1153#cold-inducible RNA-binding protein isoform 3 [Homo sapiens],0.063,1.136,2,1,1,1,1,297,31.9,9.61,0.0,1.89,0.0,1.0,0,11.4,2.0,7.5,10.5,39.3,1.9,38.7,7.7,27.6,43.4,High,High,High,High,High,High,High,High,High,High,0.0,1.3926136363636363,8.956981132075471,3.6765000000000003,7.5,1.1916859122401848,14.910882352941174,5.850971922246221,11.914797136038187
False,High,IsMasterProtein,NP_001287848.1,HMGA2#8091#high mobility group protein HMGI-C isoform d [Homo sapiens],0.008,2.119,16,1,2,1,1,147,16.4,11.59,32.0,2.6,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001290043.1,TUBA1C#84790#tubulin alpha-1C chain isoform a [Homo sapiens],0.0,49.777,23,10,40,4,1,519,57.7,5.07,333.0,61.08,10.0,10.0,7,328.0,428.8,182.9,448.1,270.6,355.7,318.0,434.2,378.3,575.9,High,High,High,High,High,High,High,High,High,High,0.0,260.71193181818177,122.76905660377358,105.78,182.9,255.49745958429563,102.66882352941177,249.69719222462206,97.90453460620526
False,High,IsMasterProtein,NP_001291217.1,RPSA#3921#40S ribosomal protein SA isoform 2 [Homo sapiens],0.003,5.126,10,2,3,2,1,300,33.3,4.87,43.0,1.95,1.0,1.0,0,12.8,5.7,18.8,15.8,44.8,8.3,59.3,7.4,45.8,56.3,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],6.083522727272728,14.863396226415093,4.128,18.8,3.396304849884527,16.997647058823528,8.804319654427648,18.257040572792363
False,High,IsMasterProtein,NP_001302466.1,LDHB#3945#L-lactate dehydrogenase B chain isoform LDHBx [Homo sapiens],0.0,24.842,23,6,12,6,1,341,37.4,6.25,108.0,19.77,6.0,6.0,0,63.9,78.8,33.3,73.6,70.2,67.5,84.2,73.7,78.7,149.0,High,High,High,High,High,High,High,High,High,High,0.0,49.47443181818181,25.540377358490566,20.60775,33.3,46.95242494226328,26.63470588235294,41.012526997840176,25.92315035799523
False,High,IsMasterProtein,NP_001303258.1,PRKCG#5582#protein kinase C gamma type isoform 1 [Homo sapiens],0.007,2.226,2,1,2,1,1,710,79.8,7.55,37.0,2.83,1.0,1.0,0,43.5,17.0,13.0,16.9,22.2,12.2,33.1,19.2,38.5,26.1,High,High,High,High,High,High,High,High,High,High,0.0,8.942045454545454,12.494339622641508,14.02875,13.0,10.129330254041571,8.422941176470587,9.417278617710583,10.190692124105013
False,High,IsMasterProtein,NP_001305051.1,AK1#203#adenylate kinase isoenzyme 1 isoform 2 [Homo sapiens],0.002,3.802,5,1,2,1,1,210,23.4,8.6,40.0,3.78,1.0,1.0,0,56.3,38.1,12.6,40.1,18.6,28.4,26.2,39.0,28.4,84.7,High,High,High,High,High,High,High,High,High,High,0.0,20.815909090909088,9.216603773584906,18.15675,12.6,22.701616628175522,7.057058823529412,22.3451403887689,8.06634844868735
False,High,IsMasterProtein,NP_001306008.1,HMGA1#3159#high mobility group protein HMG-I/HMG-Y isoform a [Homo sapiens],0.007,3.169,14,2,3,2,1,107,11.7,10.32,23.0,2.72,2.0,1.0,0,48.1,23.8,16.9,27.1,328.5,9.1,428.2,49.7,329.5,450.2,High,High,High,High,High,High,High,High,High,High,0.0,6.669886363636363,106.93207547169811,15.512250000000002,16.9,14.1810623556582,124.63676470588234,15.101079913606913,131.8324582338902
False,High,IsMasterProtein,NP_001309294.1,HK1#3098#hexokinase-1 isoform a [Homo sapiens],0.0,15.713,4,4,8,4,1,952,106.2,7.06,69.0,11.23,4.0,4.0,0,144.3,100.6,57.1,89.9,89.9,76.9,123.5,100.0,127.3,140.8,High,High,High,High,High,High,High,High,High,High,0.0,56.36420454545455,41.312452830188676,46.536750000000005,57.1,59.941801385681295,34.109117647058824,50.09546436285098,38.02267303102625
