Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
False,High,Master Protein,8705476780399299584,4242,NP_003861.1,IQGAP1#8826#ras GTPase-activating-like protein IQGAP1 [Homo sapiens],0,419.852,0,47,51,467,48,51,1,1657,189.1,6.48,2190,785.35,47,46,232,235,51,48,0,5029.2,5023.5,4087.8,5019.1,5076.6,4206.3,4710.1,4613.7,3786.1,4450.5,4454.1,3666.6,4754.733419465977,4539.715558249096,3818.436664499734,4921.516594910481,4679.306018194542,3995.239336578331,4706.586288864444,4323.787914003487,3500.49700507733,4450.5,4160.009489818831,3457.2324854443063
False,High,Master Protein,6256395688163040256,3680,NP_054733.2,SNRNP200#23020#U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens],0,416.32,0,34,55,472,55,55,1,2136,244.4,6.06,2891,748.58,33,34,224,248,54,51,0,6582.3,5322.7,6927.9,6718.6,5363.2,6898.4,6877.9,5566.5,7166.5,6894.8,5607.2,7209.0,6223.073607522251,4810.1013241549645,6471.389835116127,6587.974217402633,4943.476743643573,6552.257099933898,6872.769120863836,5216.716609944385,6625.897833360632,6894.8,5236.973846862923,6797.356948553975
False,High,Master Protein,-2333101891394808832,1606,NP_001341087.1,ACSL3#2181#long-chain-fatty-acid--CoA ligase 3 [Homo sapiens],0,413.755,0,62,33,1060,30,30,1,720,80.4,8.38,4295,1690.02,58,62,491,569,30,33,4,16969.5,19067.5,20182.9,17866.8,20282.1,21678.6,21333.2,24232.5,26141.2,22241.5,25285.2,27097.3,16043.396317829456,17231.21855417829,18852.95889131848,17519.426331004877,18694.82578726382,20590.82696953308,21317.28553907623,22709.79704490745,24169.248648775127,22241.5,23615.69608943829,25550.009771404028
False,High,Master Protein,6674387397432112128,3776,NP_006079.1,TUBB4B#10383#tubulin beta-4B chain [Homo sapiens],0,400.997,0,82,28,1310,1,1,1,445,49.8,4.89,5848,2102.48,82,82,626,684,28,26,34,23147.0,22509.1,26396.4,17559.9,16927.3,19976.9,17505.4,16737.1,19791.3,19479.5,18797.2,22156.6,21883.761723609914,20341.377818689107,24657.023722002246,17218.49320694319,15602.571950081641,18974.5136349979,17492.341058807167,15685.387150327882,18298.35090900583,19479.5,17556.078754860133,20891.430013362602
False,High,Master Protein,6480137070562712576,3727,NP_821133.1,TUBB#203068#tubulin beta chain isoform b [Homo sapiens],0,400.362,0,82,28,1509,0,5,1,444,49.6,4.89,7351,2396.87,82,82,728,781,28,26,2,8036.2,7401.0,6880.1,5966.6,5512.0,5094.9,5854.7,5459.4,4990.8,6835.8,6515.0,5816.4,7597.627595942195,6688.252184055253,6426.739589858756,5850.5949104805395,5080.631677163517,4839.251811790156,5850.332422966531,5116.346476301153,4614.320924682375,6835.8,6084.834607702944,5484.276176386369
False,High,Master Protein,8610404900026586112,4223,NP_004334.1,CALR#811#calreticulin precursor [Homo sapiens],0,392.637,0,77,27,1724,27,27,1,417,48.1,4.44,6129,2200.6,77,69,837,887,27,21,0,26041.2,26690.9,25986.6,24651.4,25077.4,24576.0,28031.4,29212.5,28573.1,27947.1,29155.7,28071.7,24620.01191501579,24120.452671179617,24274.227267891965,24172.117349280994,23114.846302775837,23342.843338741663,28010.488715244854,27376.867684900808,26417.699209153234,27947.1,27230.63889053027,26468.77029445452
False,High,Master Protein,-410325427073227712,2043,NP_001393.1,EEF1A1#1915#elongation factor 1-alpha 1 [Homo sapiens],0,392.58,0,73,29,1127,17,17,1,462,50.1,9.01,4145,1571.91,73,71,554,573,28,26,16,26600.6,30024.6,25592.8,28411.4,32302.2,27115.9,24557.6,27791.8,23809.4,22177.8,25076.7,21240.1,25148.88288352952,27133.10316516489,23906.37650257077,27859.013883891465,29774.234499650105,25755.298083047895,24539.280152739317,26045.44052461194,22013.347083460074,22177.8,23420.962702530225,20027.263326811106
False,High,Master Protein,-7576515921520274432,370,NP_004902.1,PDIA4#9601#protein disulfide-isomerase A4 isofrom 2 precursor [Homo sapiens],0,384.678,0,58,45,1082,0,45,1,645,72.9,5.07,3876,1415.05,58,57,524,558,45,41,0,18962.0,18944.2,15603.5,17322.9,17417.5,14315.3,17994.7,18413.7,15060.3,18427.1,18491.1,15043.1,17927.156426452293,17119.79286923112,14575.315938774304,16986.10105835205,16054.408968975975,13596.997283817078,17981.276043444726,17256.634265792316,13924.232071410188,18427.1,17270.18959547136,14184.119893576404
False,High,Master Protein,5561612098835552256,3519,NP_004125.3,"HSPA9#3313#stress-70 protein, mitochondrial precursor [Homo sapiens]",0,378.739,0,65,39,924,38,38,1,679,73.6,6.16,5979,1408.76,65,63,440,484,39,37,0,12778.5,12202.8,13454.0,13763.1,13170.3,14688.0,14882.6,14352.7,16239.8,14654.2,14040.2,15767.4,12081.118468274475,11027.61839637744,12567.456060516517,13495.512153057807,12139.59422673198,13950.996214169822,14871.497654541086,13450.816219805762,15014.756943307051,14654.2,13113.168819504355,14867.061444115681
False,High,Master Protein,-2586862151232699392,1541,NP_000909.2,P4HB#5034#protein disulfide-isomerase precursor [Homo sapiens],0,378.499,0,72,37,1236,10,37,1,508,57.1,4.87,6653,1834.17,72,68,593,643,37,33,0,32358.8,26029.6,23951.2,31770.4,25814.2,23934.2,35202.6,28549.4,26245.9,35373.9,28329.6,26136.6,30592.83141927457,23522.838677217213,22372.9488328113,31152.706825316083,23793.98444133427,22733.247112553334,35176.33903576983,26755.435046069564,24266.050644610314,35373.9,26459.083730219692,24644.166960962106
False,High,Master Protein,-1039523901046503168,1899,NP_573566.2,"LRPPRC#10128#leucine-rich PPR motif-containing protein, mitochondrial precursor [Homo sapiens]",0,375.681,0,51,59,485,0,59,1,1394,157.8,6.13,2015,690.47,49,50,231,254,58,56,0,9029.4,8595.2,9823.8,8889.3,8614.0,9686.1,9532.5,9083.7,10546.5,10381.8,9866.6,11120.4,8536.624102784956,7767.445638750401,9176.466095384432,8716.470575827885,7939.869605784931,9200.077915990627,9525.388802488336,8512.90553664813,9750.928835489834,10381.8,9215.138778259687,10485.411043237567
False,High,Master Protein,4874670657009698816,3346,XP_024306305.1,PRPF8#10594#pre-mRNA-processing-splicing factor 8 isoform X1 [Homo sapiens],0,372.958,0,30,59,458,59,59,1,2335,273.4,8.84,1753,666.68,29,30,213,245,57,57,0,5085.2,6419.8,8460.5,5168.2,6451.7,8313.5,5203.3,6589.0,8548.8,5181.3,6688.1,8697.6,4807.677241841324,5801.545922334538,7903.0,5067.717731429209,5946.7908910660135,7896.3512409110035,5199.418364121433,6174.9655515896075,7903.924565385246,5181.3,6246.5053476251815,8200.955998854633
False,High,Master Protein,-8484028389043526656,185,NP_066964.1,XRCC5#7520#X-ray repair cross-complementing protein 5 [Homo sapiens],0,370.837,0,61,35,816,35,35,1,732,82.7,5.81,4883,1323.96,61,60,400,416,35,30,0,12560.7,9608.4,10923.1,12939.8,10028.4,11124.3,12180.8,9458.6,10603.8,12379.7,9504.4,10684.8,11875.20481625036,8683.070164204362,10203.32832574907,12688.219090040573,9243.578866340098,10566.11296196142,12171.71318388145,8864.247862538392,9803.906432064392,12379.7,8876.853729156079,10074.684356208838
False,High,Master Protein,4560107996083379712,3268,NP_938149.2,GANAB#23193#neutral alpha-glucosidase AB isoform 3 precursor [Homo sapiens],0,367.701,0,62,44,805,0,1,1,966,109.4,6.24,2876,1149.96,62,58,397,408,44,40,46,14409.5,14571.5,14170.6,14754.7,14843.9,14114.2,18305.4,18567.8,17638.9,16400.9,16726.6,15914.0,13623.107294956455,13168.202499656954,13236.836097157378,14467.83305830242,13682.2185327735,13405.987933417464,18291.744262792552,17401.051050053957,16308.31637380379,16400.9,15622.19409811267,15005.290398014698
False,High,Master Protein,4815879602494018560,3329,NP_001888.2,CSPG4#1464#chondroitin sulfate proteoglycan 4 precursor [Homo sapiens],0,365.524,0,29,48,440,48,48,1,2322,250.4,5.47,2536,719.37,29,29,209,231,48,46,0,4904.8,5581.9,5076.6,4686.8,5419.2,4944.5,4756.0,5402.1,4978.3,4654.1,5294.6,4895.3,4637.122499760742,5044.339260394273,4742.080231664795,4595.677308088391,4995.094191742477,4696.39847364942,4752.452047693106,5062.647049057858,4602.763857366808,4654.1,4945.013862462626,4615.7721556743345
False,High,Master Protein,-3028691531671689216,1431,NP_938148.1,GANAB#23193#neutral alpha-glucosidase AB isoform 2 precursor [Homo sapiens],0,364.58,0,64,44,806,0,1,1,944,106.8,6.14,2878,1153.02,64,62,395,411,44,41,0,54.4,0.0,12.1,53.2,0.0,9.0,83.5,0.0,2.4,69.6,0.0,9.7,51.431141736051295,0.0,11.302677146740736,52.16566373438218,0.0,8.548404542996215,83.43770941597441,0.0,2.2189569245887832,69.6,0.0,9.146117686360599
False,High,Master Protein,8375301801822560256,4169,NP_004784.2,"LONP1#9361#lon protease homolog, mitochondrial isoform 1 precursor [Homo sapiens]",0,363.901,0,56,39,512,0,39,1,959,106.4,6.39,2204,800.02,56,54,244,268,38,35,0,6718.9,7070.3,6713.0,6986.0,7393.6,7124.2,7861.4,8253.2,7843.5,7953.6,8560.5,8273.4,6352.218717102114,6389.400002286969,6270.650552567815,6850.175316699133,6814.977933286681,6766.727071690403,7855.535434763367,7734.5918485930115,7251.8285991717175,7953.6,7995.276540175141,7800.978357354204
False,High,Master Protein,6210925912035565568,3671,XP_006718627.1,NUMA1#4926#nuclear mitotic apparatus protein 1 isoform X3 [Homo sapiens],0,363.784,0,31,44,318,0,44,1,2115,238.1,5.78,1697,530.45,30,28,160,158,41,40,0,5274.1,5272.2,3996.2,5000.5,5023.0,3886.9,5016.8,4979.6,3822.8,5305.6,5217.3,4106.3,4986.268099818165,4764.464689200932,3732.8725961822583,4903.278223755227,4629.900746442734,3691.865957574665,5013.057492192341,4666.695774881714,3534.428554715834,5305.6,4872.8177434794425,3871.825057268302
False,High,Master Protein,1547781430018805504,2537,NP_005304.3,PDIA3#2923#protein disulfide-isomerase A3 precursor [Homo sapiens],0,359.278,0,63,39,1151,39,39,1,505,56.7,6.35,5767,1570.94,62,62,559,592,38,33,0,21614.7,18837.8,24467.0,20182.0,17506.3,22756.9,22094.0,19655.5,25273.4,21903.7,19363.0,25165.7,20435.086383864484,17023.63964231807,22854.76047514922,19789.613261039492,16136.259493818521,21615.02081605673,22077.51798606633,18420.403004897486,23366.910807459233,21903.7,18084.5207227862,23728.70658346855
False,High,Master Protein,1156142612126302720,2441,NP_004437.2,EPRS1#2058#bifunctional glutamate/proline--tRNA ligase [Homo sapiens],0,359.252,0,39,49,495,19,49,1,1512,170.5,7.33,2006,754.29,39,37,238,257,49,45,0,7560.6,8605.7,7106.4,7786.6,8911.9,7307.4,7449.3,8549.8,6898.1,6866.3,8042.2,6498.8,7147.983275911571,7776.934444037872,6638.127675669286,7635.209722446246,8214.455994868205,6940.734595276726,7443.742859310398,8012.554328878558,6377.744483960786,6866.3,7511.198293487124,6127.710270115491
False,High,Master Protein,-2084755087725056256,1665,NP_000692.2,ATP1A1#476#sodium/potassium-transporting ATPase subunit alpha-1 isoform a [Homo sapiens],0,356.985,0,49,39,1242,0,36,1,1023,112.8,5.49,8020,2047.01,49,48,587,655,39,38,3,13428.0,15655.1,14341.8,13066.6,15368.3,13959.6,13345.4,15984.3,14206.1,13839.7,16162.5,14608.0,12695.172265288544,14147.447205324062,13396.754967200519,12812.553792324778,14165.579064613949,13259.145339823328,13335.444398083171,14979.89101021001,13134.468319333631,13839.7,15095.339884420388,13773.864655912952
False,High,Master Protein,8846805291568529408,4278,NP_001152759.1,TPI1#7167#triosephosphate isomerase isoform 2 [Homo sapiens],0,356.179,0,80,23,1133,0,23,1,286,30.8,5.92,6128,1929.94,80,79,538,595,23,21,0,24364.0,21358.8,22405.0,24001.3,20980.0,22064.1,22851.1,19952.6,20858.6,24370.8,20856.0,21882.8,23034.34443487415,19301.85660705301,20928.634832456708,23534.656860677198,19338.108234196407,20956.98363079142,22834.053193237996,18698.834066572592,19285.139544678164,24370.8,19478.942529278986,20633.26434093729
False,High,Master Protein,4751284344252295168,3308,NP_002511.1,NPM1#4869#nucleophosmin isoform 1 [Homo sapiens],0,353.547,0,69,23,1981,0,23,1,294,32.6,4.78,6657,2619.0,69,69,1017,964,23,19,0,38142.7,36961.7,32207.0,42404.5,40872.8,35887.2,43473.3,41374.7,36381.5,43406.0,41653.9,36799.9,36061.077387788304,33402.13089466221,30084.737426866024,41580.05428241746,37674.10058315839,34086.478168379304,43440.86913477222,38774.82883705487,33637.07556330284,43406.0,38903.621222685746,34698.578994464064
False,High,Master Protein,-7238306351176714240,434,NP_002256.2,KPNB1#3837#importin subunit beta-1 isoform 1 [Homo sapiens],0,350.959,0,62,34,508,6,34,1,876,97.1,4.78,2799,865.18,61,62,228,280,33,34,0,6505.0,7408.4,9721.7,6499.3,7449.9,9734.9,6043.4,6811.5,9233.0,5636.6,6380.8,8581.8,6149.992224136281,6694.939532543566,9081.093918799126,6372.937938136656,6866.871903428971,9246.429265068205,6038.891653706583,6383.4842699427245,8536.5122019701,5636.6,5959.495420541971,8091.768325856638
False,High,Master Protein,-6017876226430429184,729,NP_005900.2,MAP1B#4131#microtubule-associated protein 1B isoform 1 [Homo sapiens],0,347.486,0,30,52,360,6,52,1,2468,270.5,4.81,1330,483.1,29,27,178,182,51,48,0,6874.0,7086.8,4612.1,6407.6,6486.9,4317.3,6326.1,6688.8,4285.3,6224.5,6389.0,4148.7,6498.854196573835,6404.310982024424,4308.188204006856,6283.020807226077,5979.236144156753,4100.669659275284,6321.380760914919,6268.494396945298,3962.0400453917973,6224.5,5967.153999787276,3911.8039634437337
False,High,Master Protein,3490068427957957632,2995,NP_001596.2,"AARS1#16#alanine--tRNA ligase, cytoplasmic [Homo sapiens]",0,347.426,0,61,43,542,43,43,1,968,106.7,5.53,3454,893.18,59,57,260,282,42,38,0,7510.6,7671.8,6873.4,8083.3,8305.4,7485.9,8068.4,8250.3,7444.9,7063.4,7193.0,6468.2,7100.712005933582,6932.972990897863,6420.481082678328,7926.141159100215,7655.420597154187,7110.277952046151,8062.381013794586,7731.874076533577,6883.29683661293,7063.4,6718.0683550586755,6098.85756896058
False,High,Master Protein,-613397371873318528,2000,NP_002145.3,HSPA4#3308#heat shock 70 kDa protein 4 [Homo sapiens],0,347.09,0,64,45,476,42,43,1,840,94.3,5.19,2399,641.1,63,57,231,245,44,38,2,8359.2,8943.2,7419.6,8227.9,8757.7,7392.3,7868.7,8431.5,7030.5,7635.4,8258.0,6704.5,7903.0,8081.931756849472,6930.689533715501,8067.9297864684795,8072.323664567297,7021.37454479899,7862.829988999734,7901.687972109239,6500.1569409672675,7635.4,7712.749683869671,6321.664538990169
False,High,Master Protein,2399497510241032192,2732,NP_004037.1,"ATP5F1A#498#ATP synthase subunit alpha, mitochondrial isoform a precursor [Homo sapiens]",0,345.788,0,61,34,1673,0,34,1,553,59.7,9.13,11319,2590.07,61,61,771,902,34,34,0,21845.4,21373.3,18019.4,22120.1,21896.4,18675.6,23192.4,23499.9,20028.9,23731.8,23836.6,20252.6,20653.196023542925,19314.960195307136,16832.02153537025,21690.03192426517,20182.790902729183,17738.509320353343,23175.098585138265,22023.231592927703,18518.027644540118,23731.8,22262.7426876396,19096.150830390376
False,High,Master Protein,4388597074234396672,3223,NP_000691.1,ANXA1#301#annexin A1 [Homo sapiens],0,343.402,0,73,27,1777,1,27,1,346,38.7,7.02,13413,2881.23,73,71,850,927,27,25,0,34332.2,32293.7,31376.8,33367.4,31480.7,30823.8,31717.7,29868.0,28995.5,29850.0,28154.7,27346.9,32458.533902765812,29183.679172574666,29309.2429998227,32718.65729493654,29017.02497084208,29277.145772489635,31694.038753809,27991.177886610778,26808.235627880862,29850.0,26295.731838755804,25785.357294549965
False,High,Master Protein,7742249596596208640,4025,NP_055205.2,SND1#27044#staphylococcal nuclease domain-containing protein 1 [Homo sapiens],0,343.08,0,50,39,487,16,39,1,910,101.9,7.17,2437,754.63,50,50,236,251,39,36,0,8233.7,9737.9,6898.5,8025.7,9261.5,6604.3,7660.1,9035.4,6225.4,7581.5,8969.8,6222.1,7784.349112355249,8800.09876274985,6443.927131966196,7869.661041974267,8536.696349428505,6272.914235923322,7654.385603560546,8467.640574416868,5755.789349306255,7581.5,8377.55172128532,5866.8101913715755
False,High,Master Protein,2214005141303334400,2703,NP_001275905.1,XRCC6#2547#X-ray repair cross-complementing protein 6 isoform 1 [Homo sapiens],0,338.87,0,59,39,688,0,39,1,609,69.8,6.64,2998,1123.91,59,49,322,366,39,32,0,13435.4,13559.3,15055.4,13970.2,14259.5,15636.5,13457.8,13604.9,15189.6,13235.5,13396.3,14706.6,12702.168413245287,12253.481669944653,14063.332687193428,13698.585629738081,13143.553592255657,14851.903070728922,13447.760548243117,12750.005893583466,14043.77837572241,13235.5,12511.783554132147,13866.834470745442
False,High,Master Protein,8447085133855285248,4188,NP_001099008.1,MYBBP1A#10514#myb-binding protein 1A isoform 1 [Homo sapiens],0,335.286,0,38,37,486,0,37,1,1332,149.3,9.28,2666,706.95,38,36,249,237,37,32,0,5216.3,5800.6,6365.0,5482.9,5871.2,6696.5,5518.2,5893.2,6537.2,5390.2,5735.6,6511.0,4931.62251172361,5241.97751909619,5945.581821405354,5376.299204685038,5411.7207371121995,6360.487891352684,5514.083450290179,5522.887689881299,6044.068836425748,5390.2,5356.895990167461,6139.213634628233
False,High,Master Protein,5926930809007955968,3601,NP_006635.2,HSPH1#10808#heat shock protein 105 kDa isoform 1 [Homo sapiens],0,334.554,0,58,40,767,0,38,1,858,96.8,5.39,4138,1142.71,57,53,369,398,39,35,0,12806.6,11568.7,11963.8,12456.9,11293.7,11867.3,11738.4,10409.2,11009.0,11071.9,9746.9,10466.4,12107.684922002105,10454.584926588299,11175.451970923703,12214.707830316265,10409.856671331934,11271.831248122107,11729.643212077533,9755.114800365238,10178.540326165798,11071.9,9103.342200739804,9868.755273456141
False,High,Master Protein,3602445909866352640,3023,NP_005372.2,NCL#4691#nucleolin [Homo sapiens],0,331.565,0,44,46,1393,46,46,1,710,76.6,4.7,5660,1675.31,44,43,671,722,46,38,0,33565.2,31611.3,30030.1,35616.8,33661.5,32571.9,35260.9,33846.4,32110.7,35532.5,33881.2,32360.1,31733.392621303472,28566.997198463156,28051.28305655694,34924.32353561548,31027.15587823653,30937.5308815576,35234.595544260264,31719.58628704242,29688.4417159971,35532.5,31644.12867390713,30512.297210556455
False,High,Master Protein,361994698644895616,2232,NP_004030.1,ANXA2#302#annexin A2 isoform 2 [Homo sapiens],0,329.371,0,78,32,1609,1,32,1,339,38.6,7.75,12059,2648.59,78,75,796,813,32,28,0,30961.4,31073.3,26393.6,32972.8,33025.1,28247.0,31841.7,31657.5,26640.8,31716.3,31596.1,27101.9,29271.693965929753,28080.808889447922,24654.408226464155,32331.72927032024,30440.560450198274,26829.64256955712,31817.946250426736,29668.230679837307,24631.16151524369,31716.3,29509.906791779427,25554.34710556457
False,High,Master Protein,7449371538365957120,3957,NP_003283.2,TPR#7175#nucleoprotein TPR [Homo sapiens],0,326.889,0,24,52,345,51,52,1,2363,267.1,5.02,1616,465.73,24,22,173,172,51,45,0,5183.3,6533.9,4461.3,5338.5,6821.9,4638.4,5657.6,7301.7,5021.4,5574.7,7131.8,4876.0,4900.423473538138,5904.6576064584,4167.325087169789,5234.706688834573,6288.019092605551,4405.657736914849,5653.379458584633,6842.881464264962,4642.6126254708815,5574.7,6660.909202642495,4597.574210174668
False,High,Master Protein,-165801227635855456,2102,NP_114032.2,HNRNPU#3192#heterogeneous nuclear ribonucleoprotein U isoform a [Homo sapiens],0,326.427,0,51,40,1083,2,2,1,825,90.5,6.0,3602,1466.31,51,45,530,553,40,33,40,24123.2,23981.9,21427.6,26021.2,25811.9,23327.8,26577.6,26186.5,23642.4,26623.8,26401.8,23902.6,22806.68599866016,21672.340907011847,20015.640068553865,25515.285134682435,23791.864439001634,22157.274610900786,26557.77324280241,24541.013115298418,21858.944664124105,26623.8,24658.570429109986,22537.73119690751
False,High,Master Protein,8732346175470674944,4249,XP_006720201.1,KTN1#3895#kinectin isoform X1 [Homo sapiens],0,326.088,0,38,43,409,0,43,1,1357,156.2,5.64,2138,662.82,38,36,202,207,43,39,0,5415.9,6307.6,5803.1,5248.6,6081.9,5680.7,5239.3,6039.6,5775.4,5652.3,6523.5,6184.8,5120.329421475739,5700.151260119837,5420.7079132438985,5146.554561584178,5605.931385584325,5395.6579652665105,5235.391508300775,5660.088320743755,5339.734925945858,5652.3,6092.773378871858,5831.640068721962
False,High,Master Protein,-2847148615950550528,1486,NP_005564.1,LMNB1#4001#lamin-B1 isoform 1 [Homo sapiens],0,324.508,0,58,40,601,20,35,1,586,66.4,5.16,2674,830.01,58,53,322,279,40,32,3,11148.2,11824.9,10818.4,12058.2,12484.7,11302.5,12818.0,13540.8,12207.6,12753.6,13816.4,12333.2,10539.79143937219,10686.111775602614,10105.527474735534,11823.759519585097,11507.64918357826,10735.371371912746,12808.437835855808,12689.933759442185,11286.724396920847,12753.6,12904.14564449224,11628.958623651808
False,High,Master Protein,-4137090159380989952,1172,NP_004492.2,HNRNPU#3192#heterogeneous nuclear ribonucleoprotein U isoform b [Homo sapiens],0,322.883,0,50,39,1083,1,1,1,806,88.9,5.78,3574,1465.98,50,47,529,554,39,33,0,54.2,312.2,0.0,75.5,312.0,0.0,81.0,307.8,0.0,75.2,275.0,0.0,51.24205665613935,282.13381054750033,0.0,74.03209796890704,287.5829251224633,0.0,80.93957440352008,288.45870341163777,0.0,75.2,256.84259664133685,0.0
False,High,Master Protein,-515522588376760000,2018,NP_006363.4,SYNCRIP#10492#heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens],0,321.366,0,49,32,757,0,1,1,623,69.6,8.59,4204,1245.87,49,47,352,405,32,28,34,15377.9,11467.4,11192.4,15865.2,11941.3,11664.7,15570.3,11532.6,11415.5,15492.8,11617.6,11426.2,14538.657251890132,10363.040547957735,10454.882950180248,15556.742260878198,11006.775588989969,11079.397163631995,15558.684633767021,10807.923466423177,10554.376155268023,15492.8,10850.52563905598,10773.749475040566
False,High,Master Protein,2749950876556130816,2815,NP_005337.2,HSPA1B#3304#heat shock 70 kDa protein 1B [Homo sapiens],0,318.307,0,71,36,842,17,29,1,641,70.0,5.66,3813,1095.92,71,68,396,446,36,34,0,4162.1,5041.8,5582.3,4905.3,6038.5,6844.9,4059.5,5109.3,5661.7,3820.6,4657.5,5095.5,3934.9550555077044,4556.253190321548,5214.457407954613,4809.929141283174,5565.927863307675,6501.44158403942,4056.4716332233306,4788.245787332947,5234.611841643465,3820.6,4349.97961402555,4804.540481530972
False,High,Master Protein,-7233412111740596224,436,NP_000179.2,HK1#3098#hexokinase-1 isoform HKI [Homo sapiens],0,316.989,0,53,43,467,0,40,1,917,102.4,6.8,2675,679.87,53,51,227,240,43,41,3,8365.1,8300.3,8564.9,7754.3,7785.7,8004.2,8402.7,8495.7,8783.8,9164.2,9376.8,9699.6,7908.578009857402,7500.945764533686,8000.5206193487375,7603.5377123217995,7176.392243993469,7602.571071450033,8396.431627659978,7961.853822528432,8121.197430917898,9164.2,8757.678764314498,9145.740526868378
False,High,Master Protein,-7048585715635486720,483,NP_001060.1,TUBB2A#7280#tubulin beta-2A chain isoform 1 [Homo sapiens],0,310.568,0,62,23,1214,1,3,1,445,49.9,4.89,6059,1929.73,62,55,587,627,23,21,0,175.3,47.2,135.1,140.9,34.2,112.3,124.7,50.2,85.9,150.7,40.6,111.1,165.73307254282707,42.65443900654073,126.19765971278292,138.1605642889934,31.523512946116167,106.66509224205276,124.60697442122166,47.04557151157965,79.42016659257354,150.7,37.919306995048274,104.75604896439819
False,High,Master Protein,-1119286615561917824,1881,NP_000282.1,PGK1#5230#phosphoglycerate kinase 1 [Homo sapiens],0,310.179,0,76,28,910,23,28,1,417,44.6,8.1,4162,1266.98,76,72,422,488,28,26,0,19506.7,26247.5,18959.5,18820.6,25831.2,18404.6,18429.4,25215.8,17804.7,19678.5,27024.1,19290.6,18442.129641592495,23719.7539793258,17710.17416228355,18454.682159385586,23809.654023792864,17481.107361336457,18415.651759410288,23631.309205611356,16461.609314677462,19678.5,25239.781875982364,18189.08225159874
False,High,Master Protein,3002712347046388224,2869,NP_006422.1,CCT2#10576#T-complex protein 1 subunit beta isoform 1 [Homo sapiens],0,310.06,0,72,31,602,2,31,1,535,57.5,6.46,5361,979.8,72,70,292,310,30,28,0,9849.3,8518.4,8790.3,9746.0,8495.0,8681.5,9158.9,8054.6,8194.5,8847.0,7753.1,7889.8,9311.778387884007,7698.0418057906045,8211.068010164883,9556.514262317456,7830.182528574761,8245.886004446847,9152.067506227162,7548.471320660747,7576.351049392827,8847.0,7241.186676436177,7439.282404314212
False,High,Master Protein,2468498205363218432,2751,XP_016865667.1,SYNCRIP#10492#heterogeneous nuclear ribonucleoprotein Q isoform X4 [Homo sapiens],0,309.639,0,52,31,753,0,1,1,562,62.6,7.56,4200,1239.02,52,51,349,404,31,28,0,86.1,9.4,7.5,94.5,7.1,5.7,88.9,2.1,9.1,85.5,7.2,10.3,81.40112690209588,8.494739971641586,7.005791619880622,92.66269215975781,6.5443550268252855,5.4139895438976025,88.83368104287575,1.9680418361417782,8.41354500573247,85.5,6.724606166609546,9.711856924692183
False,High,Master Protein,8428260618384848896,4184,NP_004238.3,EFTUD2#9343#116 kDa U5 small nuclear ribonucleoprotein component isoform a [Homo sapiens],0,309.233,0,59,43,385,0,42,1,972,109.4,5.0,2416,645.05,59,59,184,201,43,42,0,4395.6,3658.8,5400.9,4425.6,3719.2,5365.5,4638.5,3827.4,5609.2,4564.0,3788.1,5567.1,4155.71188630491,3306.4419796002376,5045.010661308433,4339.555665843643,3428.1359458829015,5096.273841716243,4635.039702107752,3586.896820785258,5186.072158918085,4564.0,3537.9834194074474,5249.211522859598
