Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3,average_normalized  (by Bio. Rep.): Sample- A,P VALUE of  (by Bio. Rep.): Sample- A,average_normalized  (by Bio. Rep.): Sample- B,P VALUE of  (by Bio. Rep.): Sample- B,average_normalized  (by Bio. Rep.): Sample- C,P VALUE of  (by Bio. Rep.): Sample- C,average_normalized_of_CONTROL,FOLDCHANGE of   (by Bio. Rep.): Sample- A,FOLDCHANGE of   (by Bio. Rep.): Sample- B,FOLDCHANGE of   (by Bio. Rep.): Sample- C,LOG2 foldchange of  (by Bio. Rep.): Sample- A,LOG2 foldchange of  (by Bio. Rep.): Sample- B,LOG2 foldchange of  (by Bio. Rep.): Sample- C
FALSE,High,Master Protein,-8.49061E+18,180,XP_016885266.1,UBA1#7317#ubiquitin-like modifier-activating enzyme 1 isoform X1 [Homo sapiens],0,469.502,0,60,46,1217,0,46,1,1109,123.1,5.85,8011,1932.67,58,59,551,666,45,44,0,15349.7,12574.4,14278.8,15272.5,12529.4,14440,14444.1,11780.7,13456.1,13948.6,11346.2,13065,14511.99626,11363.43173,13337.90632,14975.56578,11548.85097,13715.44018,14433.32477,11040.43355,12441.04428,13948.6,10597.04535,12318.97191,13413.28564,0.813622098,12638.26754,0.764025246,12288.20575,0.588954063,13071.11144,0.974489904,1.034248674,1.063711961,-0.037280856,0.048583107,0.089107541
FALSE,High,Master Protein,-6.25237E+18,666,NP_004095.4,FASN#2194#fatty acid synthase [Homo sapiens],0,460.858,0,37,66,586,66,66,1,2511,273.3,6.44,3291,920.07,36,36,282,304,64,65,0,7779.3,7821.3,9231.6,7371.7,7241.6,8391.3,6929.1,6829.3,8071,6986.8,7086.3,8126.4,7354.747811,7068.075504,8623.288789,7228.376379,6674.873431,7970.247449,6923.930926,6400.165767,7462.167224,6986.8,6618.413428,7662.372244,7291.165753,0.556889143,6928.754639,0.266476199,7089.195224,0.364468801,7682.037368,1.053608933,1.108718344,1.083626156,0.075339482,0.148892913,0.115867122
FALSE,High,Master Protein,6.98012E+18,3836,NP_001605.1,"ACTG1#71#actin, cytoplasmic 2 [Homo sapiens]",0,452.043,0,83,25,3533,1,1,1,375,41.8,5.48,24969,5726.65,83,79,1712,1821,25,24,0,3016.2,1344.6,1039.7,2952.4,1326.7,1009,3163.5,1427.2,1139.3,3119.5,1459.3,1156.6,2851.59209,1215.109294,971.1895396,2894.998226,1222.87265,958.3711315,3161.140045,1337.518718,1053.357343,3119.5,1362.946914,1090.556672,1692.080669,0.98867108,1850.672036,0.856125197,1857.667862,0.847205334,1679.296975,0.992444985,0.907398471,0.903981282,-0.010940964,-0.140191867,-0.145635195
FALSE,High,Master Protein,-1.51806E+18,1795,NP_001093.1,ACTN1#87#alpha-actinin-1 isoform b [Homo sapiens],0,450.937,0,71,50,1071,0,32,1,892,103,5.41,6057,1569.28,69,67,524,547,49,45,0,6881.1,7018.3,6259.4,6687.1,6789.1,6166.2,7377.1,7558.9,6707.8,8069.5,8278.2,7380.4,6505.566717,6342.407824,5846.940275,6557.086653,6257.786016,5856.796899,7371.59672,7083.919731,6201.799691,8069.5,7731.61594,6958.969791,6223.889856,0.97950529,6885.772047,0.199345566,7586.695244,0.033408439,6231.638272,1.001244947,0.905002116,0.821390351,0.001794962,-0.14400693,-0.283860094
FALSE,High,Master Protein,-1.7449E+17,2100,NP_001092.1,"ACTB#60#actin, cytoplasmic 1 [Homo sapiens]",0,447.673,0,83,25,3461,1,1,1,375,41.7,5.48,24131,5726.65,83,79,1640,1821,25,24,36,44543.2,44670.9,44413.3,46037.2,45927.7,45398,54810.4,53502.5,52601.8,54852.2,53719.8,53205.3,42112.27266,40368.90211,41486.70999,45142.12584,42333.40484,43120.05216,54769.51171,50140.55159,48633.80348,54852.2,50172.84699,50167.20983,43531.86095,0.101205747,51181.28893,0.026363442,51730.75227,0.014618514,41322.62825,0.949250212,0.80737764,0.798801998,-0.075139678,-0.308684463,-0.324090154
FALSE,High,Master Protein,-8.7754E+18,104,XP_016884680.1,HUWE1#10075#E3 ubiquitin-protein ligase HUWE1 isoform X1 [Homo sapiens],0,441.813,0,24,64,445,0,64,1,4501,494,5.24,1968,767.85,22,23,204,241,60,63,0,5463.3,6840.8,6683.3,5436,6705,6653,5311.5,6692.7,6459.4,5079.4,6314.4,6395.6,5165.142585,6182.00183,6242.907618,5330.311054,6180.26767,6319.170603,5307.537647,6272.149332,5972.137649,5079.4,5897.479608,6030.403121,5943.249775,0.87246889,5850.60821,0.978865949,5669.094243,0.694369242,5863.350678,0.986556328,1.002177973,1.034265868,-0.019526669,0.003138734,0.048607092
FALSE,High,Master Protein,5.6232E+17,2291,NP_002037.2,GAPDH#2597#glyceraldehyde-3-phosphate dehydrogenase isoform 1 [Homo sapiens],0,436.172,0,87,25,2074,1,25,1,335,36,8.46,10417,3135.03,83,87,916,1158,24,24,0,38264.4,37286.9,43240,36867.9,36404.2,41705.2,34335.1,33755.6,37944.1,34229.8,33346.6,38731.4,36176.13566,33696.01275,40390.72395,36151.09914,33555.21257,39612.54679,34309.48619,31634.49191,35081.80143,34229.8,31144.82667,36519.78789,36439.6195,0.910465941,33675.25984,0.257236229,33964.80485,0.329674123,36754.29079,1.008635416,1.091433027,1.08212872,0.012404789,0.126223606,0.113872118
FALSE,High,Master Protein,3.1258E+18,2908,NP_001244957.1,TKT#7086#transketolase isoform 2 [Homo sapiens],0,431.727,0,73,39,1082,0,39,1,631,68.8,7.52,5485,1672.5,71,72,497,585,37,34,0,24305.6,19700.4,20391.3,24862.2,19793.3,20791,23307.4,18693.5,20205.9,22907,18242.7,19198.2,22979.13159,17803.16759,19047.62649,24378.81889,18244.2792,19747.76432,23290.0128,17518.85241,18681.67572,22907,17038.19068,18101.95841,20790.28747,0.744140088,19830.18031,0.963996723,19349.0497,0.815811913,19943.30856,0.959260837,1.005704852,1.03071256,-0.060004937,0.008206974,0.043642058
FALSE,High,Master Protein,4.54806E+17,2254,NP_000173.2,"HADHA#3030#trifunctional enzyme subunit alpha, mitochondrial precursor [Homo sapiens]",0,429.944,0,69,45,725,45,45,1,763,82.9,9.04,4488,1062.57,66,67,373,352,44,39,0,10071.5,10902.8,12468.4,10105.7,10902.5,12480.9,11481.1,12318,14163.4,12690.4,13993,15765.8,9521.851912,9852.813932,11646.80163,9909.220827,10049.27193,11854.64247,11472.53516,11543.97111,13094.98938,12690.4,13069.08529,14865.55281,10604.37841,0.786282562,12037.16522,0.118744125,13541.67937,0.027258584,10340.48916,0.975115067,0.859046875,0.763604637,-0.036355624,-0.219191239,-0.389102231
FALSE,High,Master Protein,2.40205E+18,2733,NP_001677.2,"ATP5F1B#506#ATP synthase subunit beta, mitochondrial precursor [Homo sapiens]",0,423.896,0,74,26,1198,26,26,1,529,56.5,5.4,9795,2263.29,74,74,564,634,26,26,0,13484.6,13089.5,19032.4,14233.8,14027.7,20355.9,15386.7,15083.1,22388.7,15711.4,15246.9,22489.6,12748.68334,11828.92541,17778.27046,13957.06061,12929.89423,19334.49645,15375.2216,14135.31991,20699.81704,15711.4,14240.19413,21205.41529,15407.15043,0.659764809,16736.78618,0.392801447,17052.33647,0.356826938,14118.6264,0.91636844,0.843568547,0.827958469,-0.126000322,-0.245422791,-0.272369692
FALSE,High,Master Protein,8.70548E+18,4242,NP_003861.1,IQGAP1#8826#ras GTPase-activating-like protein IQGAP1 [Homo sapiens],0,419.852,0,47,51,467,48,51,1,1657,189.1,6.48,2190,785.35,47,46,232,235,51,48,0,5029.2,5023.5,4087.8,5019.1,5076.6,4206.3,4710.1,4613.7,3786.1,4450.5,4454.1,3666.6,4754.733419,4539.715558,3818.436664,4921.516595,4679.306018,3995.239337,4706.586289,4323.787914,3500.497005,4450.5,4160.00949,3457.232485,4532.02065,0.705293769,4176.957069,0.692653705,4022.580658,0.442183633,4370.961881,0.96446204,1.046446446,1.086606398,-0.052203638,0.065498481,0.119829447
FALSE,High,Master Protein,6.2564E+18,3680,NP_054733.2,SNRNP200#23020#U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens],0,416.32,0,34,55,472,55,55,1,2136,244.4,6.06,2891,748.58,33,34,224,248,54,51,0,6582.3,5322.7,6927.9,6718.6,5363.2,6898.4,6877.9,5566.5,7166.5,6894.8,5607.2,7209,6223.073608,4810.101324,6471.389835,6587.974217,4943.476744,6552.2571,6872.769121,5216.71661,6625.897833,6894.8,5236.973847,6797.356949,6027.902687,0.809477632,6238.461188,0.610055892,6309.710265,0.558952964,5834.854922,0.967974306,0.935303554,0.924742132,-0.046959341,-0.096493425,-0.112876975
FALSE,High,Master Protein,-2.3331E+18,1606,NP_001341087.1,ACSL3#2181#long-chain-fatty-acid--CoA ligase 3 [Homo sapiens],0,413.755,0,62,33,1060,30,30,1,720,80.4,8.38,4295,1690.02,58,62,491,569,30,33,4,16969.5,19067.5,20182.9,17866.8,20282.1,21678.6,21333.2,24232.5,26141.2,22241.5,25285.2,27097.3,16043.39632,17231.21855,18852.95889,17519.42633,18694.82579,20590.82697,21317.28554,22709.79704,24169.24865,22241.5,23615.69609,25550.00977,18935.02636,0.267523567,22732.11041,0.009843783,23802.40195,0.007454952,17375.85792,0.917656917,0.764375045,0.73000439,-0.123973218,-0.387647416,-0.454022955
FALSE,High,Master Protein,6.67439E+18,3776,NP_006079.1,TUBB4B#10383#tubulin beta-4B chain [Homo sapiens],0,400.997,0,82,28,1310,1,1,1,445,49.8,4.89,5848,2102.48,82,82,626,684,28,26,34,23147,22509.1,26396.4,17559.9,16927.3,19976.9,17505.4,16737.1,19791.3,19479.5,18797.2,22156.6,21883.76172,20341.37782,24657.02372,17218.49321,15602.57195,18974.51363,17492.34106,15685.38715,18298.35091,19479.5,17556.07875,20891.43001,17265.19293,0.037492489,17158.69304,0.034548294,19309.00292,0.138553512,22294.05442,1.291271665,1.299286278,1.154593767,0.368792555,0.377719342,0.207385342
FALSE,High,Master Protein,6.48014E+18,3727,NP_821133.1,TUBB#203068#tubulin beta chain isoform b [Homo sapiens],0,400.362,0,82,28,1509,0,5,1,444,49.6,4.89,7351,2396.87,82,82,728,781,28,26,2,8036.2,7401,6880.1,5966.6,5512,5094.9,5854.7,5459.4,4990.8,6835.8,6515,5816.4,7597.627596,6688.252184,6426.73959,5850.59491,5080.631677,4839.251812,5850.332423,5116.346476,4614.320925,6835.8,6084.834608,5484.276176,5256.826133,0.025339608,5193.666608,0.027553661,6134.970261,0.219494094,6904.206457,1.313379268,1.329351107,1.125385481,0.393283587,0.410722199,0.170419256
FALSE,High,Master Protein,8.6104E+18,4223,NP_004334.1,CALR#811#calreticulin precursor [Homo sapiens],0,392.637,0,77,27,1724,27,27,1,417,48.1,4.44,6129,2200.6,77,69,837,887,27,21,0,26041.2,26690.9,25986.6,24651.4,25077.4,24576,28031.4,29212.5,28573.1,27947.1,29155.7,28071.7,24620.01192,24120.45267,24274.22727,24172.11735,23114.8463,23342.84334,28010.48872,27376.86768,26417.69921,27947.1,27230.63889,26468.77029,23543.269,0.116108427,27268.35187,0.016753977,27215.50306,0.013664085,24338.23062,1.033765983,0.892544982,0.894278183,0.047909635,-0.164003216,-0.161204415
FALSE,High,Master Protein,-4.10325E+17,2043,NP_001393.1,EEF1A1#1915#elongation factor 1-alpha 1 [Homo sapiens],0,392.58,0,73,29,1127,17,17,1,462,50.1,9.01,4145,1571.91,73,71,554,573,28,26,16,26600.6,30024.6,25592.8,28411.4,32302.2,27115.9,24557.6,27791.8,23809.4,22177.8,25076.7,21240.1,25148.88288,27133.10317,23906.3765,27859.01388,29774.2345,25755.29808,24539.28015,26045.44052,22013.34708,22177.8,23420.9627,20027.26333,27796.18216,0.186341047,24199.35592,0.473195009,21875.34201,0.061648815,25396.12085,0.913655002,1.049454413,1.160947373,-0.130278592,0.069639498,0.215302575
FALSE,High,Master Protein,-7.57652E+18,370,NP_004902.1,PDIA4#9601#protein disulfide-isomerase A4 isofrom 2 precursor [Homo sapiens],0,384.678,0,58,45,1082,0,45,1,645,72.9,5.07,3876,1415.05,58,57,524,558,45,41,0,18962,18944.2,15603.5,17322.9,17417.5,14315.3,17994.7,18413.7,15060.3,18427.1,18491.1,15043.1,17927.15643,17119.79287,14575.31594,16986.10106,16054.40897,13596.99728,17981.27604,17256.63427,13924.23207,18427.1,17270.1896,14184.11989,15545.83577,0.524604021,16387.38079,0.928720024,16627.1365,0.960146792,16540.75508,1.063999088,1.009359292,0.994804793,0.089496914,0.013439808,-0.007514637
FALSE,High,Master Protein,5.56161E+18,3519,NP_004125.3,"HSPA9#3313#stress-70 protein, mitochondrial precursor [Homo sapiens]",0,378.739,0,65,39,924,38,38,1,679,73.6,6.16,5979,1408.76,65,63,440,484,39,37,0,12778.5,12202.8,13454,13763.1,13170.3,14688,14882.6,14352.7,16239.8,14654.2,14040.2,15767.4,12081.11847,11027.6184,12567.45606,13495.51215,12139.59423,13950.99621,14871.49765,13450.81622,15014.75694,14654.2,13113.16882,14867.06144,13195.36753,0.142089766,14445.69027,0.019696985,14211.47675,0.033335121,11892.06431,0.901230245,0.823225757,0.836793003,-0.150032365,-0.280639973,-0.257057307
FALSE,High,Master Protein,-2.58686E+18,1541,NP_000909.2,P4HB#5034#protein disulfide-isomerase precursor [Homo sapiens],0,378.499,0,72,37,1236,10,37,1,508,57.1,4.87,6653,1834.17,72,68,593,643,37,33,0,32358.8,26029.6,23951.2,31770.4,25814.2,23934.2,35202.6,28549.4,26245.9,35373.9,28329.6,26136.6,30592.83142,23522.83868,22372.94883,31152.70683,23793.98444,22733.24711,35176.33904,26755.43505,24266.05064,35373.9,26459.08373,24644.16696,25893.31279,0.919477146,28732.60824,0.484756377,28825.7169,0.474385976,25496.20631,0.984663744,0.887361359,0.884495133,-0.022296957,-0.172406363,-0.17707389
FALSE,High,Master Protein,-1.03952E+18,1899,NP_573566.2,"LRPPRC#10128#leucine-rich PPR motif-containing protein, mitochondrial precursor [Homo sapiens]",0,375.681,0,51,59,485,0,59,1,1394,157.8,6.13,2015,690.47,49,50,231,254,58,56,0,9029.4,8595.2,9823.8,8889.3,8614,9686.1,9532.5,9083.7,10546.5,10381.8,9866.6,11120.4,8536.624103,7767.445639,9176.466095,8716.470576,7939.869606,9200.077916,9525.388802,8512.905537,9750.928835,10381.8,9215.138778,10485.41104,8618.806033,0.830569903,9263.074392,0.2399175,10027.44994,0.056206998,8493.511946,0.98546271,0.916921487,0.847026113,-0.021126815,-0.125129889,-0.239521648
FALSE,High,Master Protein,4.87467E+18,3346,XP_024306305.1,PRPF8#10594#pre-mRNA-processing-splicing factor 8 isoform X1 [Homo sapiens],0,372.958,0,30,59,458,59,59,1,2335,273.4,8.84,1753,666.68,29,30,213,245,57,57,0,5085.2,6419.8,8460.5,5168.2,6451.7,8313.5,5203.3,6589,8548.8,5181.3,6688.1,8697.6,4807.677242,5801.545922,7903,5067.717731,5946.790891,7896.351241,5199.418364,6174.965552,7903.924565,5181.3,6246.505348,8200.955999,6303.619954,0.919689555,6426.102827,0.843035291,6542.920449,0.784160195,6170.741055,0.978920224,0.960261798,0.943117237,-0.030736802,-0.058500311,-0.084490975
FALSE,High,Master Protein,-8.48403E+18,185,NP_066964.1,XRCC5#7520#X-ray repair cross-complementing protein 5 [Homo sapiens],0,370.837,0,61,35,816,35,35,1,732,82.7,5.81,4883,1323.96,61,60,400,416,35,30,0,12560.7,9608.4,10923.1,12939.8,10028.4,11124.3,12180.8,9458.6,10603.8,12379.7,9504.4,10684.8,11875.20482,8683.070164,10203.32833,12688.21909,9243.578866,10566.11296,12171.71318,8864.247863,9803.906432,12379.7,8876.853729,10074.68436,10832.63697,0.692989147,10279.95583,0.985493777,10443.74603,0.897336192,10253.86777,0.946571716,0.99746224,0.981818951,-0.07921628,-0.003665867,-0.026471081
FALSE,High,Master Protein,4.56011E+18,3268,NP_938149.2,GANAB#23193#neutral alpha-glucosidase AB isoform 3 precursor [Homo sapiens],0,367.701,0,62,44,805,0,1,1,966,109.4,6.24,2876,1149.96,62,58,397,408,44,40,46,14409.5,14571.5,14170.6,14754.7,14843.9,14114.2,18305.4,18567.8,17638.9,16400.9,16726.6,15914,13623.10729,13168.2025,13236.8361,14467.83306,13682.21853,13405.98793,18291.74426,17401.05105,16308.31637,16400.9,15622.1941,15005.2904,13852.01317,0.247115868,17333.7039,0.015637713,15676.12817,0.019437488,13342.7153,0.963232934,0.76975558,0.851148648,-0.054043374,-0.377527674,-0.232516983
FALSE,High,Master Protein,4.81588E+18,3329,NP_001888.2,CSPG4#1464#chondroitin sulfate proteoglycan 4 precursor [Homo sapiens],0,365.524,0,29,48,440,48,48,1,2322,250.4,5.47,2536,719.37,29,29,209,231,48,46,0,4904.8,5581.9,5076.6,4686.8,5419.2,4944.5,4756,5402.1,4978.3,4654.1,5294.6,4895.3,4637.1225,5044.33926,4742.080232,4595.677308,4995.094192,4696.398474,4752.452048,5062.647049,4602.763857,4654.1,4945.013862,4615.772156,4762.389991,0.803649366,4805.954318,0.992218,4738.295339,0.687339176,4807.847331,1.009545069,1.000393889,1.014678695,0.013705318,0.00056815,0.02102296
FALSE,High,Master Protein,-3.02869E+18,1431,NP_938148.1,GANAB#23193#neutral alpha-glucosidase AB isoform 2 precursor [Homo sapiens],0,364.58,0,64,44,806,0,1,1,944,106.8,6.14,2878,1153.02,64,62,395,411,44,41,0,54.4,0,12.1,53.2,0,9,83.5,0,2.4,69.6,0,9.7,51.43114174,0,11.30267715,52.16566373,0,8.548404543,83.43770942,0,2.218956925,69.6,0,9.146117686,20.23802276,0.977524041,28.55222211,0.823605256,26.2487059,0.853025062,20.91127296,1.0332666,0.732386883,0.796659197,0.047212541,-0.449322142,-0.32796541
FALSE,High,Master Protein,8.3753E+18,4169,NP_004784.2,"LONP1#9361#lon protease homolog, mitochondrial isoform 1 precursor [Homo sapiens]",0,363.901,0,56,39,512,0,39,1,959,106.4,6.39,2204,800.02,56,54,244,268,38,35,0,6718.9,7070.3,6713,6986,7393.6,7124.2,7861.4,8253.2,7843.5,7953.6,8560.5,8273.4,6352.218717,6389.400002,6270.650553,6850.175317,6814.977933,6766.727072,7855.535435,7734.591849,7251.828599,7953.6,7995.27654,7800.978357,6810.626774,0.000695566,7613.985294,0.01741946,7916.618299,0.000102816,6337.423091,0.930519804,0.832339812,0.800521492,-0.10389124,-0.264755449,-0.320987959
FALSE,High,Master Protein,6.21093E+18,3671,XP_006718627.1,NUMA1#4926#nuclear mitotic apparatus protein 1 isoform X3 [Homo sapiens],0,363.784,0,31,44,318,0,44,1,2115,238.1,5.78,1697,530.45,30,28,160,158,41,40,0,5274.1,5272.2,3996.2,5000.5,5023,3886.9,5016.8,4979.6,3822.8,5305.6,5217.3,4106.3,4986.2681,4764.464689,3732.872596,4903.278224,4629.900746,3691.865958,5013.057492,4666.695775,3534.428555,5305.6,4872.817743,3871.825057,4408.348309,0.879317357,4404.727274,0.886592603,4683.414267,0.758737058,4494.535128,1.019550819,1.020388971,0.959670632,0.027933687,0.02911921,-0.059388751
FALSE,High,Master Protein,1.54778E+18,2537,NP_005304.3,PDIA3#2923#protein disulfide-isomerase A3 precursor [Homo sapiens],0,359.278,0,63,39,1151,39,39,1,505,56.7,6.35,5767,1570.94,62,62,559,592,38,33,0,21614.7,18837.8,24467,20182,17506.3,22756.9,22094,19655.5,25273.4,21903.7,19363,25165.7,20435.08638,17023.63964,22854.76048,19789.61326,16136.25949,21615.02082,22077.51799,18420.403,23366.91081,21903.7,18084.52072,23728.70658,19180.29786,0.712569907,21288.27727,0.626849471,21238.97577,0.6574144,20104.4955,1.048184739,0.944392787,0.946584982,0.067893009,-0.082541072,-0.079196061
FALSE,High,Master Protein,1.15614E+18,2441,NP_004437.2,EPRS1#2058#bifunctional glutamate/proline--tRNA ligase [Homo sapiens],0,359.252,0,39,49,495,19,49,1,1512,170.5,7.33,2006,754.29,39,37,238,257,49,45,0,7560.6,8605.7,7106.4,7786.6,8911.9,7307.4,7449.3,8549.8,6898.1,6866.3,8042.2,6498.8,7147.983276,7776.934444,6638.127676,7635.209722,8214.455995,6940.734595,7443.742859,8012.554329,6377.744484,6866.3,7511.198293,6127.71027,7596.800104,0.454658103,7278.013891,0.884971148,6835.069521,0.534617524,7187.681799,0.946145969,0.987588359,1.051588689,-0.079865318,-0.018018263,0.07257053
FALSE,High,Master Protein,-2.08476E+18,1665,NP_000692.2,ATP1A1#476#sodium/potassium-transporting ATPase subunit alpha-1 isoform a [Homo sapiens],0,356.985,0,49,39,1242,0,36,1,1023,112.8,5.49,8020,2047.01,49,48,587,655,39,38,3,13428,15655.1,14341.8,13066.6,15368.3,13959.6,13345.4,15984.3,14206.1,13839.7,16162.5,14608,12695.17227,14147.44721,13396.75497,12812.55379,14165.57906,13259.14534,13335.4444,14979.89101,13134.46832,13839.7,15095.33988,13773.86466,13412.42607,0.999093704,13816.60124,0.607703252,14236.30151,0.242397909,13413.12481,1.000052097,0.970797708,0.942177629,7.52E-05,-0.042757393,-0.085929017
FALSE,High,Master Protein,8.84681E+18,4278,NP_001152759.1,TPI1#7167#triosephosphate isomerase isoform 2 [Homo sapiens],0,356.179,0,80,23,1133,0,23,1,286,30.8,5.92,6128,1929.94,80,79,538,595,23,21,0,24364,21358.8,22405,24001.3,20980,22064.1,22851.1,19952.6,20858.6,24370.8,20856,21882.8,23034.34443,19301.85661,20928.63483,23534.65686,19338.10823,20956.98363,22834.05319,18698.83407,19285.13954,24370.8,19478.94253,20633.26434,21276.58291,0.913733598,20272.6756,0.654243361,21494.33562,0.83616026,21088.27862,0.991149693,1.040231642,0.981108651,-0.012825131,0.056904828,-0.027515181
FALSE,High,Master Protein,4.75128E+18,3308,NP_002511.1,NPM1#4869#nucleophosmin isoform 1 [Homo sapiens],0,353.547,0,69,23,1981,0,23,1,294,32.6,4.78,6657,2619,69,69,1017,964,23,19,0,38142.7,36961.7,32207,42404.5,40872.8,35887.2,43473.3,41374.7,36381.5,43406,41653.9,36799.9,36061.07739,33402.13089,30084.73743,41580.05428,37674.10058,34086.47817,43440.86913,38774.82884,33637.07556,43406,38903.62122,34698.57899,37780.21101,0.175716914,38617.59118,0.191325801,39002.73341,0.138189561,33182.64857,0.878307656,0.859262516,0.850777514,-0.187201716,-0.218829133,-0.233146191
FALSE,High,Master Protein,-7.23831E+18,434,NP_002256.2,KPNB1#3837#importin subunit beta-1 isoform 1 [Homo sapiens],0,350.959,0,62,34,508,6,34,1,876,97.1,4.78,2799,865.18,61,62,228,280,33,34,0,6505,7408.4,9721.7,6499.3,7449.9,9734.9,6043.4,6811.5,9233,5636.6,6380.8,8581.8,6149.992224,6694.939533,9081.093919,6372.937938,6866.871903,9246.429265,6038.891654,6383.48427,8536.512202,5636.6,5959.495421,8091.768326,7495.413036,0.889675491,6986.296042,0.80043959,6562.621249,0.563794025,7308.675225,0.975086388,1.046144507,1.113682315,-0.036398054,0.065082148,0.155337753
FALSE,High,Master Protein,-6.01788E+18,729,NP_005900.2,MAP1B#4131#microtubule-associated protein 1B isoform 1 [Homo sapiens],0,347.486,0,30,52,360,6,52,1,2468,270.5,4.81,1330,483.1,29,27,178,182,51,48,0,6874,7086.8,4612.1,6407.6,6486.9,4317.3,6326.1,6688.8,4285.3,6224.5,6389,4148.7,6498.854197,6404.310982,4308.188204,6283.020807,5979.236144,4100.669659,6321.380761,6268.494397,3962.040045,6224.5,5967.154,3911.803963,5454.30887,0.789021128,5517.305068,0.845413622,5367.819321,0.736393015,5737.117794,1.051850552,1.039840597,1.068798603,0.072929739,0.056362386,0.095990028
FALSE,High,Master Protein,3.49007E+18,2995,NP_001596.2,"AARS1#16#alanine--tRNA ligase, cytoplasmic [Homo sapiens]",0,347.426,0,61,43,542,43,43,1,968,106.7,5.53,3454,893.18,59,57,260,282,42,38,0,7510.6,7671.8,6873.4,8083.3,8305.4,7485.9,8068.4,8250.3,7444.9,7063.4,7193,6468.2,7100.712006,6932.972991,6420.481083,7926.141159,7655.420597,7110.277952,8062.381014,7731.874077,6883.296837,7063.4,6718.068355,6098.857569,7563.946569,0.078812192,7559.183976,0.159471325,6626.775308,0.61497497,6818.05536,0.90138862,0.901956532,1.028864726,-0.149778859,-0.148870188,0.04105331
FALSE,High,Master Protein,-6.13397E+17,2000,NP_002145.3,HSPA4#3308#heat shock 70 kDa protein 4 [Homo sapiens],0,347.09,0,64,45,476,42,43,1,840,94.3,5.19,2399,641.1,63,57,231,245,44,38,2,8359.2,8943.2,7419.6,8227.9,8757.7,7392.3,7868.7,8431.5,7030.5,7635.4,8258,6704.5,7903,8081.931757,6930.689534,8067.929786,8072.323665,7021.374545,7862.829989,7901.687972,6500.156941,7635.4,7712.749684,6321.664539,7720.542665,0.87771935,7421.558301,0.729890949,7223.271408,0.512702318,7638.54043,0.989378695,1.029236734,1.057490436,-0.015405261,0.041574854,0.080644616
FALSE,High,Master Protein,2.3995E+18,2732,NP_004037.1,"ATP5F1A#498#ATP synthase subunit alpha, mitochondrial isoform a precursor [Homo sapiens]",0,345.788,0,61,34,1673,0,34,1,553,59.7,9.13,11319,2590.07,61,61,771,902,34,34,0,21845.4,21373.3,18019.4,22120.1,21896.4,18675.6,23192.4,23499.9,20028.9,23731.8,23836.6,20252.6,20653.19602,19314.9602,16832.02154,21690.03192,20182.7909,17738.50932,23175.09859,22023.23159,18518.02764,23731.8,22262.74269,19096.15083,19870.44405,0.59088478,21238.78594,0.270986107,21696.89784,0.195713972,18933.39258,0.952841946,0.891453619,0.872631319,-0.069691169,-0.165768357,-0.196555841
